"workerid","rt","trial_type","trial_num","name","response","positive","endpoint_high","negation","sentence_type","adjective","referent","gender","superlative_endpoints","endpoint_low","antonym"
21,1857,"one_slider",3,"Claire",0.53,"brave","most brave","lexical","positive","brave","person","female",0,"most cowardly","cowardly"
21,1919,"one_slider",4,"John",0.52,"honest","most honest","morphological","neg_antonym","not dishonest","person","male",0,"most dishonest","dishonest"
21,5792,"one_slider",5,"Cameron",0.33,"intelligent","most intelligent","morphological","antonym","unintelligent","person","male",0,"most unintelligent","unintelligent"
21,6566,"one_slider",6,"Alicia",0.73,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
21,2720,"one_slider",7,"Stephanie",0.34,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
21,2119,"one_slider",8,"Sophia",0.28,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
21,2481,"one_slider",9,"Maya",0.67,"polite","most polite","morphological","positive","polite","person","female",0,"most impolite","impolite"
21,1966,"one_slider",10,"Michael",0.69,"mature","most mature","morphological","positive","mature","person","male",0,"most immature","immature"
21,1245,"one_slider",11,"Alexander",0.71,"strong","strongest","lexical","positive","strong","person","male",1,"weakest","weak"
21,2215,"one_slider",12,"Eric",0.22,"interesting","most interesting","morphological","neg_positive","not interesting","person","male",0,"most uninteresting","uninteresting"
21,2142,"one_slider",13,"David",0.49,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
21,2476,"one_slider",14,"Daniel",0.33,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","male",0,"most lazy","lazy"
21,2651,"one_slider",15,"Anthony",0.25,"loud","most loud","lexical","neg_antonym","not quiet","person","male",0,"most quiet","quiet"
21,2236,"one_slider",16,"Stephen",0.27,"rich","richest","lexical","antonym","poor","person","male",1,"poorest","poor"
22,8817,"one_slider",1,"Michael",0.64,"intelligent","most intelligent","morphological","positive","intelligent","person","male",0,"most unintelligent","unintelligent"
22,5602,"one_slider",2,"Sophia",0.55,"attractive","most attractive","morphological","positive","attractive","person","female",0,"most unattractive","unattractive"
22,5274,"one_slider",3,"Alicia",0.25,"tall","tallest","lexical","neg_positive","not tall","person","female",1,"shortest","short"
22,7224,"one_slider",4,"Eric",0.38,"mature","most mature","morphological","neg_positive","not mature","person","male",0,"most immature","immature"
22,5790,"one_slider",5,"Angela",0.33,"brave","most brave","lexical","antonym","cowardly","person","female",0,"most cowardly","cowardly"
22,3759,"one_slider",6,"Claire",0.38,"wise","most wise","lexical","antonym","foolish","person","female",0,"most foolish","foolish"
22,3158,"one_slider",7,"Kathleen",0.34,"strong","strongest","lexical","neg_positive","not strong","person","female",1,"weakest","weak"
22,6927,"one_slider",8,"Gabriel",0.64,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","male",0,"most unfriendly","unfriendly"
22,3543,"one_slider",9,"Tom",0.61,"rich","richest","lexical","neg_antonym","not poor","person","male",1,"poorest","poor"
22,3428,"one_slider",10,"Monica",0.65,"beautiful","most beautiful","lexical","positive","beautiful","person","female",0,"most ugly","ugly"
22,3454,"one_slider",11,"Cameron",0.36,"happy","happiest","morphological","antonym","unhappy","person","male",1,"unhappiest","unhappy"
22,2787,"one_slider",12,"Julia",0.67,"hard-working","most hard-working","lexical","positive","hard-working","person","female",0,"most lazy","lazy"
22,4105,"one_slider",13,"William",0.37,"polite","most polite","morphological","antonym","impolite","person","male",0,"most impolite","impolite"
22,4815,"one_slider",14,"Anthony",0.62,"interesting","most interesting","morphological","neg_antonym","not uninteresting","person","male",0,"most uninteresting","uninteresting"
22,3511,"one_slider",15,"Melinda",0.33,"successful","most successful","morphological","neg_positive","not successful","person","female",0,"most unsuccessful","unsuccessful"
22,3447,"one_slider",16,"Jennifer",0.67,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
23,9375,"one_slider",1,"Alexander",0.29,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
23,12229,"one_slider",2,"Michelle",0.37,"rich","richest","lexical","neg_positive","not rich","person","female",1,"poorest","poor"
23,6322,"one_slider",3,"Tom",0.77,"strong","strongest","lexical","neg_antonym","not weak","person","male",1,"weakest","weak"
23,7156,"one_slider",4,"Sophia",0.54,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","female",0,"most unfriendly","unfriendly"
23,6712,"one_slider",5,"Michael",0.59,"brave","most brave","lexical","neg_antonym","not cowardly","person","male",0,"most cowardly","cowardly"
23,4321,"one_slider",6,"Angela",0.15,"interesting","most interesting","morphological","neg_positive","not interesting","person","female",0,"most uninteresting","uninteresting"
23,10142,"one_slider",7,"John",0.1,"educated","most educated","morphological","neg_positive","not educated","person","male",0,"most uneducated","uneducated"
23,6433,"one_slider",8,"Claire",0.08,"polite","most polite","morphological","antonym","impolite","person","female",0,"most impolite","impolite"
23,4138,"one_slider",9,"Greg",0.9,"proud","most proud","lexical","positive","proud","person","male",0,"most humble","humble"
23,3284,"one_slider",10,"Gabriel",0.89,"mature","most mature","morphological","positive","mature","person","male",0,"most immature","immature"
23,5155,"one_slider",11,"Cameron",0.82,"attractive","most attractive","morphological","positive","attractive","person","male",0,"most unattractive","unattractive"
23,4761,"one_slider",12,"Stephanie",0.06,"honest","most honest","morphological","antonym","dishonest","person","female",0,"most dishonest","dishonest"
23,3353,"one_slider",13,"Lucas",0.88,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
23,3318,"one_slider",14,"Melinda",0.11,"fat","fattest","lexical","antonym","skinny","person","female",1,"skinniest","skinny"
23,3452,"one_slider",15,"Daniel",0.14,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
23,7004,"one_slider",16,"David",0.5,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
24,19608,"one_slider",1,"Claire",0.34,"brave","most brave","lexical","antonym","cowardly","person","female",0,"most cowardly","cowardly"
24,9508,"one_slider",2,"Daniel",0.22,"educated","most educated","morphological","antonym","uneducated","person","male",0,"most uneducated","uneducated"
24,8506,"one_slider",3,"Stephen",0.74,"wise","most wise","lexical","positive","wise","person","male",0,"most foolish","foolish"
24,7098,"one_slider",4,"Stephanie",0.56,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","female",0,"most unfriendly","unfriendly"
24,6601,"one_slider",5,"Gabriel",0.27,"mature","most mature","morphological","neg_positive","not mature","person","male",0,"most immature","immature"
24,6849,"one_slider",6,"Alicia",0.18,"fat","fattest","lexical","antonym","skinny","person","female",1,"skinniest","skinny"
24,5440,"one_slider",7,"Laura",0.31,"interesting","most interesting","morphological","neg_positive","not interesting","person","female",0,"most uninteresting","uninteresting"
24,8443,"one_slider",8,"Maya",0.21,"tall","tallest","lexical","neg_positive","not tall","person","female",1,"shortest","short"
24,9751,"one_slider",9,"Angela",0.58,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","female",0,"most unattractive","unattractive"
24,5783,"one_slider",10,"Veronica",0.24,"honest","most honest","morphological","antonym","dishonest","person","female",0,"most dishonest","dishonest"
24,4147,"one_slider",11,"Michael",0.76,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
24,5712,"one_slider",12,"William",0.76,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","male",0,"most lazy","lazy"
24,6995,"one_slider",13,"Kathleen",0.75,"polite","most polite","morphological","positive","polite","person","female",0,"most impolite","impolite"
24,10193,"one_slider",14,"Cameron",0.26,"rich","richest","lexical","neg_positive","not rich","person","male",1,"poorest","poor"
24,7800,"one_slider",15,"Monica",0.61,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","female",0,"most ugly","ugly"
24,5432,"one_slider",16,"John",0.79,"happy","happiest","morphological","positive","happy","person","male",1,"unhappiest","unhappy"
25,23771,"one_slider",1,"Lee",0.11,"polite","most polite","morphological","neg_positive","not polite","person","male",0,"most impolite","impolite"
25,30860,"one_slider",2,"Tom",0.69,"tall","tallest","lexical","neg_antonym","not short","person","male",1,"shortest","short"
25,31015,"one_slider",3,"Lucas",0.13,"intelligent","most intelligent","morphological","antonym","unintelligent","person","male",0,"most unintelligent","unintelligent"
25,23928,"one_slider",4,"Claire",0.71,"rich","richest","lexical","positive","rich","person","female",1,"poorest","poor"
25,38512,"one_slider",5,"Julia",0.39,"beautiful","most beautiful","lexical","neg_positive","not beautiful","person","female",0,"most ugly","ugly"
25,29697,"one_slider",6,"Kathleen",0.8,"interesting","most interesting","morphological","neg_antonym","not uninteresting","person","female",0,"most uninteresting","uninteresting"
25,48935,"one_slider",7,"John",0.09,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
25,45952,"one_slider",8,"Sophia",0.9,"mature","most mature","morphological","neg_antonym","not immature","person","female",0,"most immature","immature"
25,47952,"one_slider",9,"Daniel",0.07,"honest","most honest","morphological","antonym","dishonest","person","male",0,"most dishonest","dishonest"
25,21501,"one_slider",10,"Stephanie",0.1,"strong","strongest","lexical","neg_positive","not strong","person","female",1,"weakest","weak"
25,59633,"one_slider",11,"Greg",0.91,"loud","most loud","lexical","neg_antonym","not quiet","person","male",0,"most quiet","quiet"
25,58247,"one_slider",12,"William",0.83,"educated","most educated","morphological","positive","educated","person","male",0,"most uneducated","uneducated"
25,35264,"one_slider",13,"Monica",0.75,"successful","most successful","morphological","positive","successful","person","female",0,"most unsuccessful","unsuccessful"
25,26112,"one_slider",14,"Maya",0.09,"fat","fattest","lexical","antonym","skinny","person","female",1,"skinniest","skinny"
25,16497,"one_slider",15,"Alicia",0.74,"brave","most brave","lexical","positive","brave","person","female",0,"most cowardly","cowardly"
25,55743,"one_slider",16,"Angela",0.05,"happy","happiest","morphological","neg_positive","not happy","person","female",1,"unhappiest","unhappy"
26,10658,"one_slider",1,"Julia",0.49,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
26,4860,"one_slider",2,"Daniel",0.58,"strong","strongest","lexical","positive","strong","person","male",1,"weakest","weak"
26,8107,"one_slider",3,"Michael",0.82,"proud","most proud","lexical","neg_antonym","not humble","person","male",0,"most humble","humble"
26,4366,"one_slider",4,"Alicia",0.79,"honest","most honest","morphological","positive","honest","person","female",0,"most dishonest","dishonest"
26,4143,"one_slider",5,"Alexander",0.27,"brave","most brave","lexical","neg_positive","not brave","person","male",0,"most cowardly","cowardly"
26,3800,"one_slider",6,"Gabriel",0.15,"polite","most polite","morphological","neg_positive","not polite","person","male",0,"most impolite","impolite"
26,4091,"one_slider",7,"Monica",0.83,"friendly","most friendly","morphological","positive","friendly","person","female",0,"most unfriendly","unfriendly"
26,5001,"one_slider",8,"Melinda",0.64,"happy","happiest","morphological","neg_antonym","not unhappy","person","female",1,"unhappiest","unhappy"
26,4021,"one_slider",9,"Lucas",0.21,"attractive","most attractive","morphological","antonym","unattractive","person","male",0,"most unattractive","unattractive"
26,3758,"one_slider",10,"Veronica",0.2,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
26,3382,"one_slider",11,"Stephanie",0.19,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
26,3735,"one_slider",12,"Anthony",0.91,"hard-working","most hard-working","lexical","positive","hard-working","person","male",0,"most lazy","lazy"
26,2979,"one_slider",13,"Sophia",0.26,"tall","tallest","lexical","antonym","short","person","female",1,"shortest","short"
26,5584,"one_slider",14,"Tom",0.7,"wise","most wise","lexical","neg_antonym","not foolish","person","male",0,"most foolish","foolish"
26,3068,"one_slider",15,"Angela",0.23,"rich","richest","lexical","neg_positive","not rich","person","female",1,"poorest","poor"
26,3314,"one_slider",16,"John",0.25,"loud","most loud","lexical","antonym","quiet","person","male",0,"most quiet","quiet"
27,5405,"one_slider",1,"Stephen",0,"beautiful","most beautiful","lexical","neg_positive","not beautiful","person","male",0,"most ugly","ugly"
27,3640,"one_slider",2,"Alicia",1,"wise","most wise","lexical","neg_antonym","not foolish","person","female",0,"most foolish","foolish"
27,2886,"one_slider",3,"Alexander",0,"mature","most mature","morphological","neg_positive","not mature","person","male",0,"most immature","immature"
27,4544,"one_slider",4,"Melinda",0,"interesting","most interesting","morphological","antonym","uninteresting","person","female",0,"most uninteresting","uninteresting"
27,5044,"one_slider",5,"Tom",0,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","male",0,"most unintelligent","unintelligent"
27,6898,"one_slider",6,"Laura",0,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
27,4794,"one_slider",7,"Cameron",0,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
27,3990,"one_slider",8,"Anthony",0,"friendly","most friendly","morphological","neg_positive","not friendly","person","male",0,"most unfriendly","unfriendly"
27,12968,"one_slider",9,"Michael",1,"strong","strongest","lexical","positive","strong","person","male",1,"weakest","weak"
27,3397,"one_slider",10,"Claire",0,"tall","tallest","lexical","neg_positive","not tall","person","female",1,"shortest","short"
27,2861,"one_slider",11,"Michelle",0,"loud","most loud","lexical","antonym","quiet","person","female",0,"most quiet","quiet"
27,3686,"one_slider",12,"Greg",1,"proud","most proud","lexical","neg_antonym","not humble","person","male",0,"most humble","humble"
27,1717,"one_slider",13,"William",1,"happy","happiest","morphological","positive","happy","person","male",1,"unhappiest","unhappy"
27,1818,"one_slider",14,"Lucas",1,"rich","richest","lexical","positive","rich","person","male",1,"poorest","poor"
27,7215,"one_slider",15,"Monica",1,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","female",0,"most unattractive","unattractive"
27,2006,"one_slider",16,"Jennifer",1,"successful","most successful","morphological","positive","successful","person","female",0,"most unsuccessful","unsuccessful"
28,9870,"one_slider",1,"David",0.25,"friendly","most friendly","morphological","antonym","unfriendly","person","male",0,"most unfriendly","unfriendly"
28,5455,"one_slider",2,"Gabriel",0.81,"loud","most loud","lexical","neg_antonym","not quiet","person","male",0,"most quiet","quiet"
28,6104,"one_slider",3,"Angela",0.21,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","female",0,"most unintelligent","unintelligent"
28,4872,"one_slider",4,"Julia",0.14,"interesting","most interesting","morphological","neg_positive","not interesting","person","female",0,"most uninteresting","uninteresting"
28,9230,"one_slider",5,"Alicia",0.59,"fat","fattest","lexical","neg_antonym","not skinny","person","female",1,"skinniest","skinny"
28,5264,"one_slider",6,"Anthony",0.76,"mature","most mature","morphological","positive","mature","person","male",0,"most immature","immature"
28,4872,"one_slider",7,"Tom",0.3,"strong","strongest","lexical","antonym","weak","person","male",1,"weakest","weak"
28,10363,"one_slider",8,"Stephanie",0.75,"polite","most polite","morphological","positive","polite","person","female",0,"most impolite","impolite"
28,8241,"one_slider",9,"Cameron",0.72,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
28,3850,"one_slider",10,"Maya",0.67,"hard-working","most hard-working","lexical","positive","hard-working","person","female",0,"most lazy","lazy"
28,3388,"one_slider",11,"Veronica",0.22,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
28,2812,"one_slider",12,"Michael",0.27,"rich","richest","lexical","neg_positive","not rich","person","male",1,"poorest","poor"
28,3552,"one_slider",13,"Lee",0.2,"beautiful","most beautiful","lexical","antonym","ugly","person","male",0,"most ugly","ugly"
28,12022,"one_slider",14,"Jennifer",0.29,"attractive","most attractive","morphological","antonym","unattractive","person","female",0,"most unattractive","unattractive"
28,9695,"one_slider",15,"Melinda",0.68,"educated","most educated","morphological","neg_antonym","not uneducated","person","female",0,"most uneducated","uneducated"
28,4391,"one_slider",16,"Kathleen",0.73,"proud","most proud","lexical","positive","proud","person","female",0,"most humble","humble"
29,9564,"one_slider",1,"Daniel",0.76,"polite","most polite","morphological","positive","polite","person","male",0,"most impolite","impolite"
29,5701,"one_slider",2,"Stephanie",0.23,"rich","richest","lexical","neg_positive","not rich","person","female",1,"poorest","poor"
29,4437,"one_slider",3,"Monica",0.21,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","female",0,"most lazy","lazy"
29,4044,"one_slider",4,"Alicia",0.2,"loud","most loud","lexical","antonym","quiet","person","female",0,"most quiet","quiet"
29,4592,"one_slider",5,"Lucas",0.18,"happy","happiest","morphological","neg_positive","not happy","person","male",1,"unhappiest","unhappy"
29,3635,"one_slider",6,"Melinda",0.16,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
29,4042,"one_slider",7,"Alexander",0.15,"interesting","most interesting","morphological","antonym","uninteresting","person","male",0,"most uninteresting","uninteresting"
29,3826,"one_slider",8,"Jennifer",0.16,"mature","most mature","morphological","antonym","immature","person","female",0,"most immature","immature"
29,6429,"one_slider",9,"David",0.77,"wise","most wise","lexical","positive","wise","person","male",0,"most foolish","foolish"
29,6375,"one_slider",10,"Cameron",0.6,"educated","most educated","morphological","neg_antonym","not uneducated","person","male",0,"most uneducated","uneducated"
29,5740,"one_slider",11,"Gabriel",0.53,"brave","most brave","lexical","neg_antonym","not cowardly","person","male",0,"most cowardly","cowardly"
29,4235,"one_slider",12,"Angela",0.14,"fat","fattest","lexical","antonym","skinny","person","female",1,"skinniest","skinny"
29,4973,"one_slider",13,"Julia",0.63,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
29,4809,"one_slider",14,"Claire",0.54,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
29,4042,"one_slider",15,"Laura",0.76,"intelligent","most intelligent","morphological","positive","intelligent","person","female",0,"most unintelligent","unintelligent"
29,3596,"one_slider",16,"Stephen",0.82,"tall","tallest","lexical","positive","tall","person","male",1,"shortest","short"
30,10406,"one_slider",1,"Eric",0.74,"proud","most proud","lexical","positive","proud","person","male",0,"most humble","humble"
30,7216,"one_slider",2,"Gabriel",0.17,"beautiful","most beautiful","lexical","antonym","ugly","person","male",0,"most ugly","ugly"
30,4702,"one_slider",3,"Kim",0.89,"happy","happiest","morphological","positive","happy","person","female",1,"unhappiest","unhappy"
30,7791,"one_slider",4,"Sophia",0.61,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","female",0,"most unintelligent","unintelligent"
30,7366,"one_slider",5,"Tom",0.07,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","male",0,"most lazy","lazy"
30,6121,"one_slider",6,"Julia",0.18,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
30,8847,"one_slider",7,"John",0.34,"interesting","most interesting","morphological","antonym","uninteresting","person","male",0,"most uninteresting","uninteresting"
30,7104,"one_slider",8,"Cameron",0.12,"friendly","most friendly","morphological","neg_positive","not friendly","person","male",0,"most unfriendly","unfriendly"
30,3248,"one_slider",9,"Lucas",0.84,"strong","strongest","lexical","neg_antonym","not weak","person","male",1,"weakest","weak"
30,4103,"one_slider",10,"David",0.95,"loud","most loud","lexical","neg_antonym","not quiet","person","male",0,"most quiet","quiet"
30,9143,"one_slider",11,"Maya",0.04,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
30,6975,"one_slider",12,"Monica",0.96,"mature","most mature","morphological","neg_antonym","not immature","person","female",0,"most immature","immature"
30,7743,"one_slider",13,"Greg",1,"honest","most honest","morphological","positive","honest","person","male",0,"most dishonest","dishonest"
30,5903,"one_slider",14,"Veronica",0.69,"tall","tallest","lexical","positive","tall","person","female",1,"shortest","short"
30,4471,"one_slider",15,"Kathleen",0.02,"brave","most brave","lexical","antonym","cowardly","person","female",0,"most cowardly","cowardly"
30,5489,"one_slider",16,"Alicia",0.11,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
31,10449,"one_slider",1,"Kathleen",0.32,"honest","most honest","morphological","antonym","dishonest","person","female",0,"most dishonest","dishonest"
31,14876,"one_slider",2,"Daniel",0.53,"fat","fattest","lexical","neg_antonym","not skinny","person","male",1,"skinniest","skinny"
31,9386,"one_slider",3,"Greg",0.49,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
31,5282,"one_slider",4,"Lee",0.7,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
31,6051,"one_slider",5,"Jennifer",0.35,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","female",0,"most unintelligent","unintelligent"
31,21723,"one_slider",6,"Claire",0.53,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","female",0,"most unfriendly","unfriendly"
31,4809,"one_slider",7,"Monica",0.43,"beautiful","most beautiful","lexical","neg_positive","not beautiful","person","female",0,"most ugly","ugly"
31,8899,"one_slider",8,"Melinda",0.24,"brave","most brave","lexical","antonym","cowardly","person","female",0,"most cowardly","cowardly"
31,16035,"one_slider",9,"Stephanie",0.46,"tall","tallest","lexical","neg_positive","not tall","person","female",1,"shortest","short"
31,6500,"one_slider",10,"David",0.3,"educated","most educated","morphological","neg_positive","not educated","person","male",0,"most uneducated","uneducated"
31,8846,"one_slider",11,"Eric",0.72,"proud","most proud","lexical","neg_antonym","not humble","person","male",0,"most humble","humble"
31,3400,"one_slider",12,"Laura",0.69,"attractive","most attractive","morphological","positive","attractive","person","female",0,"most unattractive","unattractive"
31,3768,"one_slider",13,"Lucas",0.18,"strong","strongest","lexical","antonym","weak","person","male",1,"weakest","weak"
31,5048,"one_slider",14,"Alexander",0.64,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
31,4005,"one_slider",15,"Stephen",0.21,"happy","happiest","morphological","antonym","unhappy","person","male",1,"unhappiest","unhappy"
31,3983,"one_slider",16,"Veronica",0.72,"hard-working","most hard-working","lexical","positive","hard-working","person","female",0,"most lazy","lazy"
32,10877,"one_slider",1,"Cameron",0.3,"interesting","most interesting","morphological","antonym","uninteresting","person","male",0,"most uninteresting","uninteresting"
32,5935,"one_slider",2,"Greg",0.48,"brave","most brave","lexical","positive","brave","person","male",0,"most cowardly","cowardly"
32,5687,"one_slider",3,"Tom",0.55,"happy","happiest","morphological","positive","happy","person","male",1,"unhappiest","unhappy"
32,4160,"one_slider",4,"Stephanie",0.26,"rich","richest","lexical","antonym","poor","person","female",1,"poorest","poor"
32,7119,"one_slider",5,"Julia",0.44,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","female",0,"most unattractive","unattractive"
32,5063,"one_slider",6,"William",0.36,"loud","most loud","lexical","neg_positive","not loud","person","male",0,"most quiet","quiet"
32,3623,"one_slider",7,"Kathleen",0.25,"friendly","most friendly","morphological","antonym","unfriendly","person","female",0,"most unfriendly","unfriendly"
32,5015,"one_slider",8,"Claire",0.74,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","female",0,"most ugly","ugly"
32,6536,"one_slider",9,"Michelle",0.16,"fat","fattest","lexical","antonym","skinny","person","female",1,"skinniest","skinny"
32,4688,"one_slider",10,"Lucas",0.17,"wise","most wise","lexical","neg_positive","not wise","person","male",0,"most foolish","foolish"
32,5592,"one_slider",11,"Melinda",0.75,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","female",0,"most lazy","lazy"
32,3759,"one_slider",12,"Anthony",0.61,"strong","strongest","lexical","positive","strong","person","male",1,"weakest","weak"
32,3375,"one_slider",13,"David",0.22,"educated","most educated","morphological","neg_positive","not educated","person","male",0,"most uneducated","uneducated"
32,3975,"one_slider",14,"Kim",0.67,"mature","most mature","morphological","positive","mature","person","female",0,"most immature","immature"
32,4815,"one_slider",15,"Michael",0.25,"polite","most polite","morphological","neg_antonym","not impolite","person","male",0,"most impolite","impolite"
32,3680,"one_slider",16,"Jennifer",0.23,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","female",0,"most unintelligent","unintelligent"
33,13955,"one_slider",1,"Claire",0.2,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","female",0,"most unintelligent","unintelligent"
33,8828,"one_slider",2,"Stephen",0.48,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
33,4846,"one_slider",3,"Maya",0.73,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","female",0,"most lazy","lazy"
33,5390,"one_slider",4,"Laura",0.33,"tall","tallest","lexical","neg_positive","not tall","person","female",1,"shortest","short"
33,5055,"one_slider",5,"Jennifer",0.55,"friendly","most friendly","morphological","positive","friendly","person","female",0,"most unfriendly","unfriendly"
33,4758,"one_slider",6,"Gabriel",0.31,"attractive","most attractive","morphological","neg_positive","not attractive","person","male",0,"most unattractive","unattractive"
33,8623,"one_slider",7,"Julia",0.36,"loud","most loud","lexical","antonym","quiet","person","female",0,"most quiet","quiet"
33,4071,"one_slider",8,"Lucas",0.74,"rich","richest","lexical","positive","rich","person","male",1,"poorest","poor"
33,3622,"one_slider",9,"John",0.54,"educated","most educated","morphological","positive","educated","person","male",0,"most uneducated","uneducated"
33,3229,"one_slider",10,"Daniel",0.29,"honest","most honest","morphological","antonym","dishonest","person","male",0,"most dishonest","dishonest"
33,2591,"one_slider",11,"Stephanie",0.59,"beautiful","most beautiful","lexical","positive","beautiful","person","female",0,"most ugly","ugly"
33,6765,"one_slider",12,"Greg",0.53,"interesting","most interesting","morphological","neg_antonym","not uninteresting","person","male",0,"most uninteresting","uninteresting"
33,8124,"one_slider",13,"Veronica",0.54,"polite","most polite","morphological","neg_antonym","not impolite","person","female",0,"most impolite","impolite"
33,5022,"one_slider",14,"Angela",0.33,"happy","happiest","morphological","antonym","unhappy","person","female",1,"unhappiest","unhappy"
33,2567,"one_slider",15,"Tom",0.32,"strong","strongest","lexical","antonym","weak","person","male",1,"weakest","weak"
33,4072,"one_slider",16,"Monica",0.73,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
34,22397,"one_slider",1,"David",0.22,"successful","most successful","morphological","antonym","unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
34,3512,"one_slider",2,"Lucas",0.5,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
34,1912,"one_slider",3,"Laura",0.77,"tall","tallest","lexical","positive","tall","person","female",1,"shortest","short"
34,4664,"one_slider",4,"Alexander",0.3,"proud","most proud","lexical","antonym","humble","person","male",0,"most humble","humble"
34,3497,"one_slider",5,"Lee",0.5,"mature","most mature","morphological","neg_antonym","not immature","person","male",0,"most immature","immature"
34,1880,"one_slider",6,"Julia",0.5,"brave","most brave","lexical","neg_positive","not brave","person","female",0,"most cowardly","cowardly"
34,3264,"one_slider",7,"Kathleen",0.49,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","female",0,"most unintelligent","unintelligent"
34,2520,"one_slider",8,"Monica",0.27,"loud","most loud","lexical","antonym","quiet","person","female",0,"most quiet","quiet"
34,2719,"one_slider",9,"Kim",0.8,"hard-working","most hard-working","lexical","positive","hard-working","person","female",0,"most lazy","lazy"
34,4135,"one_slider",10,"Gabriel",0.18,"attractive","most attractive","morphological","antonym","unattractive","person","male",0,"most unattractive","unattractive"
34,2512,"one_slider",11,"Maya",0.7,"educated","most educated","morphological","positive","educated","person","female",0,"most uneducated","uneducated"
34,2039,"one_slider",12,"Michael",0.77,"honest","most honest","morphological","positive","honest","person","male",0,"most dishonest","dishonest"
34,2695,"one_slider",13,"Cameron",0.51,"strong","strongest","lexical","neg_antonym","not weak","person","male",1,"weakest","weak"
34,2273,"one_slider",14,"Alicia",0.49,"happy","happiest","morphological","neg_positive","not happy","person","female",1,"unhappiest","unhappy"
34,4407,"one_slider",15,"Anthony",0.5,"wise","most wise","lexical","neg_antonym","not foolish","person","male",0,"most foolish","foolish"
34,1911,"one_slider",16,"Jennifer",0.48,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
