"workerid","rt","trial_type","trial_num","name","positive","negation","sentence_type","adjective","referent","gender","response","antonym"
8,12548,"one_slider",27,"Cameron","tolerant","morphological","antonym","intolerant","person","male",0.19,"intolerant"
8,2077,"one_slider",28,"Greg","tolerant","morphological","positive","tolerant","person","male",0.82,"intolerant"
8,2156,"one_slider",29,"Maya","old","lexical","antonym","young","person","female",0.1,"young"
8,5965,"one_slider",30,"Claire","fat","lexical","neg_antonym","not skinny","person","female",0.92,"skinny"
9,6902,"one_slider",1,"Alicia","old","lexical","antonym","young","person","female",0.02,"young"
9,6887,"one_slider",2,"Lee","fat","lexical","positive","fat","person","male",0.9,"skinny"
9,6943,"one_slider",3,"Lucas","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","male",0.49,"uneducated"
9,5576,"one_slider",4,"Angela","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","female",0.5,"short"
9,4304,"one_slider",5,"Melinda","tall","lexical","positive","tall","person","female",0.89,"short"
9,3784,"one_slider",6,"Julia","moral","morphological","neg_positive","not moral","person","female",0.07,"immoral"
9,4088,"one_slider",7,"William","successful","morphological","antonym","unsuccessful","person","male",0.04,"unsuccessful"
9,5031,"one_slider",8,"Veronica","fat","lexical","neg_positive","not fat","person","female",0.07,"skinny"
9,3320,"one_slider",9,"David","brave","lexical","neg_positive","not brave","person","male",0.04,"cowardly"
9,6032,"one_slider",10,"Michael","fat","lexical","neg_antonym","not skinny","person","male",0.67,"skinny"
9,4055,"one_slider",11,"Monica","tolerant","morphological","positive","tolerant","person","female",0.91,"intolerant"
9,2905,"one_slider",12,"Maya","brave","lexical","positive","brave","person","female",0.9,"cowardly"
9,4360,"one_slider",13,"Eric","tolerant","morphological","neg_positive","not tolerant","person","male",0.06,"intolerant"
9,5120,"one_slider",14,"Daniel","tall","lexical","antonym","short","person","male",0.08,"short"
9,4872,"one_slider",15,"John","educated","morphological","antonym","uneducated","person","male",0.05,"uneducated"
9,3872,"one_slider",16,"Stephanie","tolerant","morphological","neg_antonym","not intolerant","person","female",0.49,"intolerant"
9,5848,"one_slider",17,"Gabriel","tall","lexical","neg_antonym","not short","person","male",0.64,"short"
9,4568,"one_slider",18,"Stephen","honest","morphological","positive","honest","person","male",0.93,"dishonest"
9,5712,"one_slider",19,"Kim","old","lexical","neg_antonym","not young","person","female",0.7,"young"
9,26785,"one_slider",20,"Anthony","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","male",0.49,"unfriendly"
9,4992,"one_slider",21,"Kathleen","moral","morphological","positive","moral","person","female",0.91,"immoral"
9,10576,"one_slider",22,"Cameron","friendly","morphological","positive","friendly","person","male",0.91,"unfriendly"
9,3152,"one_slider",23,"Claire","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","female",0.49,"dishonest"
9,4016,"one_slider",24,"Michelle","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","female",0.48,"intolerant"
9,3743,"one_slider",25,"Jennifer","rich","lexical","neg_positive","not rich","person","female",0.16,"poor"
9,5944,"one_slider",26,"Laura","hard-working","lexical","antonym","lazy","person","female",0.05,"lazy"
9,3784,"one_slider",27,"Greg","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","male",0.5,"skinny"
9,4223,"one_slider",28,"Tom","brave","lexical","antonym","cowardly","person","male",0.05,"cowardly"
9,5944,"one_slider",29,"Sophia","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","female",0.5,"lazy"
9,4152,"one_slider",30,"Alexander","rich","lexical","neg_antonym","not poor","person","male",0.6,"poor"
10,11772,"one_slider",1,"Alexander","successful","morphological","neg_antonym","not unsuccessful","person","male",0.48,"unsuccessful"
10,4111,"one_slider",2,"Anthony","fat","lexical","antonym","skinny","person","male",0,"skinny"
10,5127,"one_slider",3,"Melinda","educated","morphological","neg_positive","not educated","person","female",0.01,"uneducated"
10,3360,"one_slider",4,"Michael","fat","lexical","positive","fat","person","male",1,"skinny"
10,4144,"one_slider",5,"Stephen","rich","lexical","antonym","poor","person","male",0,"poor"
10,4991,"one_slider",6,"Michelle","honest","morphological","neg_positive","not honest","person","female",0,"dishonest"
10,4087,"one_slider",7,"Daniel","educated","morphological","positive","educated","person","male",1,"uneducated"
10,3791,"one_slider",8,"Maya","old","lexical","positive","old","person","female",1,"young"
10,3320,"one_slider",9,"Eric","friendly","morphological","neg_positive","not friendly","person","male",0,"unfriendly"
10,4816,"one_slider",10,"Stephanie","friendly","morphological","neg_antonym","not unfriendly","person","female",0.49,"unfriendly"
10,7471,"one_slider",11,"Kim","hard-working","lexical","neg_positive","not hard-working","person","female",0,"lazy"
10,2335,"one_slider",12,"Monica","hard-working","lexical","antonym","lazy","person","female",0,"lazy"
10,6447,"one_slider",13,"Greg","fat","lexical","neg_antonym","not skinny","person","male",0.51,"skinny"
10,53637,"one_slider",14,"Cameron","old","lexical","neither_pos_nor_ant","neither old nor young","person","male",0.5,"young"
10,2199,"one_slider",15,"Tom","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","male",0.5,"poor"
10,2751,"one_slider",16,"John","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","male",0.49,"immoral"
10,2407,"one_slider",17,"Kathleen","tall","lexical","positive","tall","person","female",1,"short"
10,8536,"one_slider",18,"Laura","fat","lexical","neg_positive","not fat","person","female",0.48,"skinny"
10,2624,"one_slider",19,"Lucas","brave","lexical","positive","brave","person","male",1,"cowardly"
10,5064,"one_slider",20,"Claire","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","female",0.49,"dishonest"
10,3031,"one_slider",21,"Alicia","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","female",0.5,"short"
10,2768,"one_slider",22,"Veronica","successful","morphological","antonym","unsuccessful","person","female",0,"unsuccessful"
10,3240,"one_slider",23,"Lee","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","male",0.48,"uneducated"
10,4104,"one_slider",24,"Angela","rich","lexical","neg_positive","not rich","person","female",0.49,"poor"
10,4184,"one_slider",25,"William","moral","morphological","antonym","immoral","person","male",0,"immoral"
10,2880,"one_slider",26,"Jennifer","tolerant","morphological","antonym","intolerant","person","female",0,"intolerant"
10,3040,"one_slider",27,"Julia","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","female",0.48,"unsuccessful"
10,11391,"one_slider",28,"Sophia","educated","morphological","neg_antonym","not uneducated","person","female",1,"uneducated"
10,2959,"one_slider",29,"Gabriel","tolerant","morphological","positive","tolerant","person","male",1,"intolerant"
10,5832,"one_slider",30,"David","brave","lexical","neg_positive","not brave","person","male",0,"cowardly"
11,5207,"one_slider",1,"Stephen","rich","lexical","positive","rich","person","male",0.8,"poor"
11,4382,"one_slider",2,"Alicia","rich","lexical","neg_antonym","not poor","person","female",0.48,"poor"
11,3304,"one_slider",3,"Angela","brave","lexical","antonym","cowardly","person","female",0.08,"cowardly"
11,3224,"one_slider",4,"Daniel","honest","morphological","antonym","dishonest","person","male",0.14,"dishonest"
11,4079,"one_slider",5,"Claire","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","female",0.52,"unfriendly"
11,10648,"one_slider",6,"Alexander","successful","morphological","neg_antonym","not unsuccessful","person","male",0.6,"unsuccessful"
11,5271,"one_slider",7,"Anthony","fat","lexical","positive","fat","person","male",0.87,"skinny"
11,8760,"one_slider",8,"Monica","tolerant","morphological","neg_antonym","not intolerant","person","female",0.51,"intolerant"
11,3432,"one_slider",9,"Maya","moral","morphological","neg_positive","not moral","person","female",0.14,"immoral"
11,2416,"one_slider",10,"Jennifer","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","female",0.52,"uneducated"
11,2336,"one_slider",11,"William","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","male",0.52,"cowardly"
11,2639,"one_slider",12,"Veronica","brave","lexical","positive","brave","person","female",0.89,"cowardly"
11,3576,"one_slider",13,"Eric","tolerant","morphological","positive","tolerant","person","male",0.85,"intolerant"
11,2272,"one_slider",14,"Lee","friendly","morphological","antonym","unfriendly","person","male",0.09,"unfriendly"
11,2512,"one_slider",15,"Lucas","old","lexical","antonym","young","person","male",0.06,"young"
11,2409,"one_slider",16,"Stephanie","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.5,"immoral"
11,3175,"one_slider",17,"Michael","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","male",0.5,"dishonest"
11,4719,"one_slider",18,"Greg","hard-working","lexical","neg_positive","not hard-working","person","male",0.08,"lazy"
11,11480,"one_slider",19,"Tom","hard-working","lexical","positive","hard-working","person","male",0.9,"lazy"
11,2457,"one_slider",20,"Melinda","educated","morphological","positive","educated","person","female",0.86,"uneducated"
11,3600,"one_slider",21,"Michelle","successful","morphological","neg_positive","not successful","person","female",0.11,"unsuccessful"
11,2639,"one_slider",22,"Gabriel","moral","morphological","antonym","immoral","person","male",0.08,"immoral"
11,2376,"one_slider",23,"Kim","tall","lexical","positive","tall","person","female",0.92,"short"
11,3296,"one_slider",24,"Kathleen","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","female",0.5,"intolerant"
11,4400,"one_slider",25,"Laura","moral","morphological","neg_antonym","not immoral","person","female",0.5,"immoral"
11,2824,"one_slider",26,"Sophia","tall","lexical","neg_antonym","not short","person","female",0.5,"short"
11,5912,"one_slider",27,"David","tall","lexical","antonym","short","person","male",0.04,"short"
11,3904,"one_slider",28,"Julia","tolerant","morphological","neg_positive","not tolerant","person","female",0.07,"intolerant"
11,2696,"one_slider",29,"John","brave","lexical","neg_antonym","not cowardly","person","male",0.88,"cowardly"
11,11160,"one_slider",30,"Cameron","friendly","morphological","neg_antonym","not unfriendly","person","male",0.49,"unfriendly"
12,12978,"one_slider",1,"Anthony","honest","morphological","positive","honest","person","male",0.84,"dishonest"
12,6821,"one_slider",2,"Daniel","educated","morphological","antonym","uneducated","person","male",0.41,"uneducated"
12,8378,"one_slider",3,"Eric","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","male",0.51,"dishonest"
12,4829,"one_slider",4,"Greg","moral","morphological","positive","moral","person","male",0.82,"immoral"
12,6092,"one_slider",5,"Michelle","friendly","morphological","antonym","unfriendly","person","female",0.12,"unfriendly"
12,4545,"one_slider",6,"William","friendly","morphological","positive","friendly","person","male",0.9,"unfriendly"
12,3779,"one_slider",7,"Stephen","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","male",0.53,"intolerant"
12,7214,"one_slider",8,"Alexander","fat","lexical","neg_positive","not fat","person","male",0.09,"skinny"
12,2955,"one_slider",9,"Cameron","tolerant","morphological","antonym","intolerant","person","male",0.83,"intolerant"
12,5864,"one_slider",10,"Alicia","successful","morphological","antonym","unsuccessful","person","female",0.53,"unsuccessful"
12,3461,"one_slider",11,"Jennifer","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","female",0.45,"cowardly"
12,5161,"one_slider",12,"Melinda","moral","morphological","antonym","immoral","person","female",0.34,"immoral"
12,3515,"one_slider",13,"Kim","educated","morphological","neg_positive","not educated","person","female",0.19,"uneducated"
12,4280,"one_slider",14,"Kathleen","friendly","morphological","neg_antonym","not unfriendly","person","female",0.17,"unfriendly"
12,4712,"one_slider",15,"Claire","old","lexical","neither_pos_nor_ant","neither old nor young","person","female",0.52,"young"
12,3090,"one_slider",16,"Michael","tolerant","morphological","positive","tolerant","person","male",0.73,"intolerant"
12,8384,"one_slider",17,"Gabriel","honest","morphological","neg_positive","not honest","person","male",0.22,"dishonest"
12,5877,"one_slider",18,"David","tall","lexical","neg_antonym","not short","person","male",0.82,"short"
12,8295,"one_slider",19,"Monica","rich","lexical","neg_positive","not rich","person","female",0.21,"poor"
12,3389,"one_slider",20,"Stephanie","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","female",0.51,"unsuccessful"
12,7945,"one_slider",21,"Veronica","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","female",0.51,"lazy"
12,7135,"one_slider",22,"Sophia","educated","morphological","positive","educated","person","female",1,"uneducated"
12,5496,"one_slider",23,"Laura","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.46,"skinny"
12,7344,"one_slider",24,"Angela","fat","lexical","positive","fat","person","female",1,"skinny"
12,6226,"one_slider",25,"John","rich","lexical","antonym","poor","person","male",0,"poor"
12,3528,"one_slider",26,"Lee","successful","morphological","neg_positive","not successful","person","male",0.15,"unsuccessful"
12,9041,"one_slider",27,"Tom","fat","lexical","neg_antonym","not skinny","person","male",0.95,"skinny"
12,10056,"one_slider",28,"Julia","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.48,"immoral"
12,4612,"one_slider",29,"Lucas","tolerant","morphological","neg_antonym","not intolerant","person","male",0.74,"intolerant"
12,3968,"one_slider",30,"Maya","successful","morphological","positive","successful","person","female",0.98,"unsuccessful"
13,8844,"one_slider",1,"Tom","old","lexical","antonym","young","person","male",0.17,"young"
13,9139,"one_slider",2,"Michelle","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","female",0.48,"unfriendly"
13,18814,"one_slider",3,"Alicia","successful","morphological","neg_positive","not successful","person","female",0.22,"unsuccessful"
13,6227,"one_slider",4,"Stephanie","tolerant","morphological","antonym","intolerant","person","female",0.2,"intolerant"
13,7863,"one_slider",5,"Stephen","rich","lexical","neg_positive","not rich","person","male",0.4,"poor"
13,7442,"one_slider",6,"Kathleen","friendly","morphological","neg_positive","not friendly","person","female",0.3,"unfriendly"
13,8227,"one_slider",7,"Laura","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.51,"poor"
13,12918,"one_slider",8,"Gabriel","tall","lexical","neg_positive","not tall","person","male",0.36,"short"
13,6615,"one_slider",9,"Anthony","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","male",0.47,"skinny"
13,5592,"one_slider",10,"Eric","old","lexical","neg_positive","not old","person","male",0.52,"young"
13,7031,"one_slider",11,"Michael","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","male",0.52,"cowardly"
13,5777,"one_slider",12,"Cameron","friendly","morphological","neg_antonym","not unfriendly","person","male",0.57,"unfriendly"
13,5915,"one_slider",13,"Alexander","rich","lexical","antonym","poor","person","male",0.2,"poor"
13,4302,"one_slider",14,"Jennifer","successful","morphological","antonym","unsuccessful","person","female",0.17,"unsuccessful"
13,4433,"one_slider",15,"David","friendly","morphological","positive","friendly","person","male",0.8,"unfriendly"
13,3988,"one_slider",16,"Monica","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","female",0.49,"unsuccessful"
13,6193,"one_slider",17,"Sophia","brave","lexical","positive","brave","person","female",0.87,"cowardly"
13,4872,"one_slider",18,"Julia","tall","lexical","positive","tall","person","female",0.68,"short"
13,5826,"one_slider",19,"Melinda","hard-working","lexical","positive","hard-working","person","female",0.85,"lazy"
13,8907,"one_slider",20,"Lee","moral","morphological","neg_antonym","not immoral","person","male",0.62,"immoral"
13,6899,"one_slider",21,"Maya","educated","morphological","antonym","uneducated","person","female",0.37,"uneducated"
13,5835,"one_slider",22,"Kim","honest","morphological","neg_positive","not honest","person","female",0.2,"dishonest"
13,7015,"one_slider",23,"Daniel","rich","lexical","positive","rich","person","male",0.71,"poor"
13,4735,"one_slider",24,"Greg","tall","lexical","neg_antonym","not short","person","male",0.55,"short"
13,5970,"one_slider",25,"Angela","successful","morphological","neg_antonym","not unsuccessful","person","female",0.61,"unsuccessful"
13,6997,"one_slider",26,"Lucas","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","male",0.54,"dishonest"
13,5807,"one_slider",27,"John","hard-working","lexical","neg_antonym","not lazy","person","male",0.61,"lazy"
13,4871,"one_slider",28,"William","tolerant","morphological","neg_antonym","not intolerant","person","male",0.59,"intolerant"
13,4943,"one_slider",29,"Veronica","tolerant","morphological","positive","tolerant","person","female",0.9,"intolerant"
13,5564,"one_slider",30,"Claire","fat","lexical","antonym","skinny","person","female",0.12,"skinny"
14,10326,"one_slider",1,"Lucas","hard-working","lexical","positive","hard-working","person","male",0.88,"lazy"
14,7071,"one_slider",2,"Cameron","rich","lexical","antonym","poor","person","male",0.09,"poor"
14,5144,"one_slider",3,"Sophia","honest","morphological","antonym","dishonest","person","female",0.08,"dishonest"
14,5976,"one_slider",4,"Michelle","hard-working","lexical","neg_positive","not hard-working","person","female",0.33,"lazy"
14,6104,"one_slider",5,"Daniel","old","lexical","neither_pos_nor_ant","neither old nor young","person","male",0.51,"young"
14,5856,"one_slider",6,"Jennifer","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","female",0.5,"unsuccessful"
14,4527,"one_slider",7,"Melinda","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.5,"immoral"
14,3847,"one_slider",8,"Stephanie","moral","morphological","positive","moral","person","female",0.81,"immoral"
14,4320,"one_slider",9,"Stephen","old","lexical","antonym","young","person","male",0.12,"young"
14,3617,"one_slider",10,"Eric","tolerant","morphological","positive","tolerant","person","male",0.83,"intolerant"
14,3992,"one_slider",11,"Kathleen","old","lexical","positive","old","person","female",0.81,"young"
14,3504,"one_slider",12,"William","brave","lexical","neg_positive","not brave","person","male",0.32,"cowardly"
14,4328,"one_slider",13,"Claire","honest","morphological","neg_positive","not honest","person","female",0.22,"dishonest"
14,5695,"one_slider",14,"Julia","tall","lexical","neg_antonym","not short","person","female",0.65,"short"
14,7392,"one_slider",15,"Maya","educated","morphological","neg_positive","not educated","person","female",0.14,"uneducated"
14,4416,"one_slider",16,"Monica","rich","lexical","neg_antonym","not poor","person","female",0.63,"poor"
14,3824,"one_slider",17,"Anthony","old","lexical","neg_positive","not old","person","male",0.37,"young"
14,3296,"one_slider",18,"David","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","male",0.49,"unfriendly"
14,4456,"one_slider",19,"Angela","successful","morphological","neg_positive","not successful","person","female",0.19,"unsuccessful"
14,4128,"one_slider",20,"Lee","brave","lexical","neg_antonym","not cowardly","person","male",0.6,"cowardly"
14,4320,"one_slider",21,"Tom","rich","lexical","positive","rich","person","male",0.96,"poor"
14,7792,"one_slider",22,"Gabriel","successful","morphological","neg_antonym","not unsuccessful","person","male",0.56,"unsuccessful"
14,3840,"one_slider",23,"Laura","honest","morphological","positive","honest","person","female",0.93,"dishonest"
14,4184,"one_slider",24,"John","friendly","morphological","neg_positive","not friendly","person","male",0.1,"unfriendly"
14,4408,"one_slider",25,"Alexander","fat","lexical","antonym","skinny","person","male",0.05,"skinny"
14,5280,"one_slider",26,"Michael","tolerant","morphological","neg_antonym","not intolerant","person","male",0.54,"intolerant"
14,5072,"one_slider",27,"Kim","friendly","morphological","antonym","unfriendly","person","female",0.05,"unfriendly"
14,3336,"one_slider",28,"Veronica","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.49,"poor"
14,3520,"one_slider",29,"Greg","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","male",0.46,"uneducated"
14,3720,"one_slider",30,"Alicia","tall","lexical","positive","tall","person","female",0.95,"short"
15,8983,"one_slider",1,"Angela","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","female",0.47,"dishonest"
15,4719,"one_slider",2,"Anthony","honest","morphological","positive","honest","person","male",0.42,"dishonest"
15,3754,"one_slider",3,"Tom","moral","morphological","positive","moral","person","male",0.76,"immoral"
15,10440,"one_slider",4,"Claire","tolerant","morphological","neg_antonym","not intolerant","person","female",0.79,"intolerant"
15,3975,"one_slider",5,"Michael","fat","lexical","neg_positive","not fat","person","male",0.05,"skinny"
15,4897,"one_slider",6,"William","educated","morphological","neg_positive","not educated","person","male",0.08,"uneducated"
15,3293,"one_slider",7,"Laura","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.49,"poor"
15,4070,"one_slider",8,"John","educated","morphological","neg_antonym","not uneducated","person","male",0.07,"uneducated"
15,2970,"one_slider",9,"Melinda","old","lexical","antonym","young","person","female",0.18,"young"
15,3265,"one_slider",10,"David","rich","lexical","positive","rich","person","male",0.92,"poor"
15,2437,"one_slider",11,"Lee","tall","lexical","positive","tall","person","male",0.8,"short"
15,4469,"one_slider",12,"Stephanie","hard-working","lexical","neg_antonym","not lazy","person","female",0.79,"lazy"
15,4057,"one_slider",13,"Gabriel","fat","lexical","neg_antonym","not skinny","person","male",0.78,"skinny"
15,6042,"one_slider",14,"Monica","brave","lexical","positive","brave","person","female",0.88,"cowardly"
15,4023,"one_slider",15,"Alicia","moral","morphological","antonym","immoral","person","female",0.22,"immoral"
15,4294,"one_slider",16,"Greg","brave","lexical","antonym","cowardly","person","male",0.03,"cowardly"
15,2913,"one_slider",17,"Cameron","tall","lexical","antonym","short","person","male",0.09,"short"
15,6933,"one_slider",18,"Daniel","hard-working","lexical","neg_positive","not hard-working","person","male",0.06,"lazy"
15,2313,"one_slider",19,"Maya","successful","morphological","neg_positive","not successful","person","female",0.1,"unsuccessful"
15,3460,"one_slider",20,"Michelle","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","female",0.49,"intolerant"
15,41121,"one_slider",21,"Julia","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","female",0.48,"unsuccessful"
15,3759,"one_slider",22,"Eric","friendly","morphological","antonym","unfriendly","person","male",0.18,"unfriendly"
15,3169,"one_slider",23,"Kathleen","tall","lexical","neg_positive","not tall","person","female",0.14,"short"
15,2448,"one_slider",24,"Sophia","successful","morphological","antonym","unsuccessful","person","female",0.26,"unsuccessful"
15,3514,"one_slider",25,"Alexander","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","male",0.48,"uneducated"
15,4978,"one_slider",26,"Veronica","brave","lexical","neg_positive","not brave","person","female",0.21,"cowardly"
15,3672,"one_slider",27,"Jennifer","fat","lexical","positive","fat","person","female",0.92,"skinny"
15,4250,"one_slider",28,"Lucas","friendly","morphological","neg_antonym","not unfriendly","person","male",0.75,"unfriendly"
15,3825,"one_slider",29,"Kim","tall","lexical","neg_antonym","not short","person","female",0.58,"short"
15,3260,"one_slider",30,"Stephen","old","lexical","neg_antonym","not young","person","male",0.7,"young"
16,5848,"one_slider",1,"Alicia","rich","lexical","positive","rich","person","female",0.6,"poor"
16,6718,"one_slider",2,"Gabriel","tolerant","morphological","neg_positive","not tolerant","person","male",0.08,"intolerant"
16,4232,"one_slider",3,"Tom","fat","lexical","positive","fat","person","male",0.6,"skinny"
16,7070,"one_slider",4,"Stephen","rich","lexical","antonym","poor","person","male",0.09,"poor"
16,6654,"one_slider",5,"Julia","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.42,"skinny"
16,5471,"one_slider",6,"Lee","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","male",0.48,"intolerant"
16,6070,"one_slider",7,"Michelle","old","lexical","neg_antonym","not young","person","female",0.57,"young"
16,7151,"one_slider",8,"Cameron","educated","morphological","neg_antonym","not uneducated","person","male",0.67,"uneducated"
16,4030,"one_slider",9,"Lucas","brave","lexical","neg_positive","not brave","person","male",0.15,"cowardly"
16,7536,"one_slider",10,"Kathleen","successful","morphological","antonym","unsuccessful","person","female",0.11,"unsuccessful"
16,4448,"one_slider",11,"Daniel","old","lexical","antonym","young","person","male",0.1,"young"
16,5574,"one_slider",12,"Veronica","tall","lexical","neg_positive","not tall","person","female",0.28,"short"
16,4684,"one_slider",13,"Claire","hard-working","lexical","neg_positive","not hard-working","person","female",0.22,"lazy"
16,3257,"one_slider",14,"John","tolerant","morphological","positive","tolerant","person","male",0.92,"intolerant"
16,3183,"one_slider",15,"William","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","male",0.47,"poor"
16,4173,"one_slider",16,"Greg","successful","morphological","neg_positive","not successful","person","male",0.08,"unsuccessful"
16,4303,"one_slider",17,"Anthony","fat","lexical","neg_positive","not fat","person","male",0.35,"skinny"
16,2837,"one_slider",18,"Angela","old","lexical","positive","old","person","female",0.87,"young"
16,3417,"one_slider",19,"Kim","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.48,"immoral"
16,4309,"one_slider",20,"Stephanie","honest","morphological","neg_antonym","not dishonest","person","female",0.8,"dishonest"
16,3782,"one_slider",21,"Eric","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","male",0.49,"lazy"
16,4591,"one_slider",22,"Michael","rich","lexical","neg_antonym","not poor","person","male",0.51,"poor"
16,4983,"one_slider",23,"Laura","friendly","morphological","positive","friendly","person","female",0.79,"unfriendly"
16,4031,"one_slider",24,"Jennifer","hard-working","lexical","positive","hard-working","person","female",0.84,"lazy"
16,6917,"one_slider",25,"Maya","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","female",0.51,"short"
16,7616,"one_slider",26,"Melinda","educated","morphological","antonym","uneducated","person","female",0.07,"uneducated"
16,4335,"one_slider",27,"Sophia","successful","morphological","neg_antonym","not unsuccessful","person","female",0.16,"unsuccessful"
16,3824,"one_slider",28,"Alexander","successful","morphological","positive","successful","person","male",0.75,"unsuccessful"
16,3956,"one_slider",29,"David","educated","morphological","neg_positive","not educated","person","male",0.2,"uneducated"
16,3153,"one_slider",30,"Monica","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","female",0.45,"cowardly"
17,4642,"one_slider",1,"Alicia","tall","lexical","neg_antonym","not short","person","female",0.54,"short"
17,6851,"one_slider",2,"Michael","rich","lexical","neg_positive","not rich","person","male",0.42,"poor"
17,2813,"one_slider",3,"Laura","rich","lexical","antonym","poor","person","female",0.04,"poor"
17,2081,"one_slider",4,"Maya","old","lexical","positive","old","person","female",0.82,"young"
17,2751,"one_slider",5,"Greg","tall","lexical","positive","tall","person","male",0.92,"short"
17,2766,"one_slider",6,"Daniel","hard-working","lexical","neg_antonym","not lazy","person","male",0.55,"lazy"
17,2071,"one_slider",7,"Eric","moral","morphological","antonym","immoral","person","male",0.27,"immoral"
17,2759,"one_slider",8,"Tom","tall","lexical","neg_positive","not tall","person","male",0.38,"short"
17,4948,"one_slider",9,"Stephanie","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","female",0.56,"intolerant"
17,8061,"one_slider",10,"Veronica","friendly","morphological","neg_antonym","not unfriendly","person","female",0.49,"unfriendly"
17,2338,"one_slider",11,"Kathleen","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.51,"immoral"
17,4070,"one_slider",12,"Gabriel","honest","morphological","neg_antonym","not dishonest","person","male",0.51,"dishonest"
17,2235,"one_slider",13,"Julia","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.5,"skinny"
17,2221,"one_slider",14,"Jennifer","hard-working","lexical","neg_positive","not hard-working","person","female",0.35,"lazy"
17,1995,"one_slider",15,"David","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","male",0.47,"cowardly"
17,1581,"one_slider",16,"Stephen","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","male",0.49,"poor"
17,2019,"one_slider",17,"Monica","friendly","morphological","positive","friendly","person","female",0.78,"unfriendly"
17,2643,"one_slider",18,"Angela","educated","morphological","neg_antonym","not uneducated","person","female",0.45,"uneducated"
17,2638,"one_slider",19,"Lee","moral","morphological","positive","moral","person","male",0.71,"immoral"
17,2398,"one_slider",20,"Claire","old","lexical","neg_antonym","not young","person","female",0.52,"young"
17,108584,"one_slider",21,"Anthony","rich","lexical","positive","rich","person","male",0.92,"poor"
17,3686,"one_slider",22,"Alexander","tolerant","morphological","neg_positive","not tolerant","person","male",0.32,"intolerant"
17,2080,"one_slider",23,"Lucas","successful","morphological","antonym","unsuccessful","person","male",0.31,"unsuccessful"
