"workerid","rt","trial_type","trial_num","name","response","gender","endpoint_high","negation","endpoint_low","sentence_type","adjective","referent","positive","superlative_endpoints","slider_position","antonym"
7,35425,"four_sliders",1,"Jeremy",0.48,"male","most undefined","morphological","most undefined","neg_positive","not mature","person","mature",0,3,"immature"
7,35425,"four_sliders",1,"Tom",0.81,"male","most undefined","morphological","most undefined","neg_antonym","not immature","person","mature",0,4,"immature"
7,32882,"four_sliders",2,"Mia",0.49,"female","most undefined","morphological","most undefined","neg_antonym","not uneducated","person","educated",0,1,"uneducated"
7,32882,"four_sliders",2,"Claire",0.99,"female","most undefined","morphological","most undefined","positive","educated","person","educated",0,2,"uneducated"
7,32882,"four_sliders",2,"William",0.29,"male","most undefined","morphological","most undefined","neg_positive","not educated","person","educated",0,3,"uneducated"
7,32882,"four_sliders",2,"Veronica",0.01,"female","most undefined","morphological","most undefined","antonym","uneducated","person","educated",0,4,"uneducated"
7,17759,"four_sliders",3,"Dylan",0.48,"male","most undefined","morphological","most undefined","neg_positive","not attractive","person","attractive",0,1,"unattractive"
7,17759,"four_sliders",3,"Laura",0.98,"female","most undefined","morphological","most undefined","positive","attractive","person","attractive",0,2,"unattractive"
7,17759,"four_sliders",3,"Stephen",0.01,"male","most undefined","morphological","most undefined","antonym","unattractive","person","attractive",0,3,"unattractive"
7,17759,"four_sliders",3,"Greg",0.69,"male","most undefined","morphological","most undefined","neg_antonym","not unattractive","person","attractive",0,4,"unattractive"
7,15367,"four_sliders",4,"Lee",1,"male","most undefined","morphological","most undefined","positive","intelligent","person","intelligent",0,1,"unintelligent"
7,15367,"four_sliders",4,"Charles",0.39,"male","most undefined","morphological","most undefined","neg_positive","not intelligent","person","intelligent",0,2,"unintelligent"
7,15367,"four_sliders",4,"Michael",0.01,"male","most undefined","morphological","most undefined","antonym","unintelligent","person","intelligent",0,3,"unintelligent"
7,15367,"four_sliders",4,"Alicia",0.61,"female","most undefined","morphological","most undefined","neg_antonym","not unintelligent","person","intelligent",0,4,"unintelligent"
7,12341,"four_sliders",5,"Stephanie",0.47,"female","most undefined","morphological","most undefined","neg_positive","not honest","person","honest",0,1,"dishonest"
7,12341,"four_sliders",5,"Angela",0.03,"female","most undefined","morphological","most undefined","antonym","dishonest","person","honest",0,2,"dishonest"
7,12341,"four_sliders",5,"Kim",0.99,"female","most undefined","morphological","most undefined","positive","honest","person","honest",0,3,"dishonest"
7,12341,"four_sliders",5,"Alexander",0.47,"male","most undefined","morphological","most undefined","neg_antonym","not dishonest","person","honest",0,4,"dishonest"
7,10928,"four_sliders",6,"Jennifer",0.48,"female","most undefined","morphological","most undefined","neg_antonym","not impolite","person","polite",0,1,"impolite"
7,10928,"four_sliders",6,"Emma",0.97,"female","most undefined","morphological","most undefined","positive","polite","person","polite",0,2,"impolite"
7,10928,"four_sliders",6,"Monica",0,"female","most undefined","morphological","most undefined","antonym","impolite","person","polite",0,3,"impolite"
7,10928,"four_sliders",6,"Andrew",0.46,"male","most undefined","morphological","most undefined","neg_positive","not polite","person","polite",0,4,"impolite"
7,15069,"four_sliders",7,"Maya",0.99,"female","most undefined","morphological","most undefined","positive","friendly","person","friendly",0,1,"unfriendly"
7,15069,"four_sliders",7,"Sasha",0.48,"female","most undefined","morphological","most undefined","neg_antonym","not unfriendly","person","friendly",0,2,"unfriendly"
7,15069,"four_sliders",7,"Diana",0.01,"female","most undefined","morphological","most undefined","antonym","unfriendly","person","friendly",0,3,"unfriendly"
7,15069,"four_sliders",7,"David",0.26,"male","most undefined","morphological","most undefined","neg_positive","not friendly","person","friendly",0,4,"unfriendly"
7,11364,"four_sliders",8,"Julia",0.3,"female","most undefined","morphological","most undefined","neg_positive","not successful","person","successful",0,1,"unsuccessful"
7,11364,"four_sliders",8,"Melinda",0.48,"female","most undefined","morphological","most undefined","neg_antonym","not unsuccessful","person","successful",0,2,"unsuccessful"
7,11364,"four_sliders",8,"Samuel",0.01,"male","most undefined","morphological","most undefined","antonym","unsuccessful","person","successful",0,3,"unsuccessful"
7,11364,"four_sliders",8,"Kathleen",0.97,"female","most undefined","morphological","most undefined","positive","successful","person","successful",0,4,"unsuccessful"
7,10438,"four_sliders",9,"Anthony",0.02,"male","most undefined","morphological","most undefined","antonym","unhappy","person","happy",0,1,"unhappy"
7,10438,"four_sliders",9,"Gabriel",0.97,"male","most undefined","morphological","most undefined","positive","happy","person","happy",0,2,"unhappy"
7,10438,"four_sliders",9,"John",0.53,"male","most undefined","morphological","most undefined","neg_antonym","not unhappy","person","happy",0,3,"unhappy"
7,10438,"four_sliders",9,"Daniel",0.25,"male","most undefined","morphological","most undefined","neg_positive","not happy","person","happy",0,4,"unhappy"
7,9790,"four_sliders",10,"Lucas",0.5,"male","most undefined","morphological","most undefined","neg_antonym","not uninteresting","person","interesting",0,1,"uninteresting"
7,9790,"four_sliders",10,"Cameron",0.99,"male","most undefined","morphological","most undefined","positive","interesting","person","interesting",0,2,"uninteresting"
7,9790,"four_sliders",10,"Eric",0.01,"male","most undefined","morphological","most undefined","antonym","uninteresting","person","interesting",0,3,"uninteresting"
7,9790,"four_sliders",10,"Alison",0.3,"female","most undefined","morphological","most undefined","neg_positive","not interesting","person","interesting",0,4,"uninteresting"
8,8856,"four_sliders",1,"Laura",0.54,"female","most successful","morphological","most unsuccessful","positive","successful","person","successful",0,1,"unsuccessful"
8,8856,"four_sliders",1,"Andrew",0.53,"male","most successful","morphological","most unsuccessful","neg_positive","not successful","person","successful",0,2,"unsuccessful"
8,8856,"four_sliders",1,"Diana",0.51,"female","most successful","morphological","most unsuccessful","antonym","unsuccessful","person","successful",0,3,"unsuccessful"
8,8856,"four_sliders",1,"Alexander",0.5,"male","most successful","morphological","most unsuccessful","neg_antonym","not unsuccessful","person","successful",0,4,"unsuccessful"
8,6716,"four_sliders",2,"Jennifer",0.47,"female","most hard-working","lexical","most lazy","neg_positive","not hard-working","person","hard-working",0,1,"lazy"
8,6716,"four_sliders",2,"Lucas",0.48,"male","most hard-working","lexical","most lazy","neg_antonym","not lazy","person","hard-working",0,2,"lazy"
8,6716,"four_sliders",2,"Sophia",0.46,"female","most hard-working","lexical","most lazy","antonym","lazy","person","hard-working",0,3,"lazy"
8,6716,"four_sliders",2,"Julia",0.45,"female","most hard-working","lexical","most lazy","positive","hard-working","person","hard-working",0,4,"lazy"
8,7064,"four_sliders",3,"Maya",0.04,"female","happiest","morphological","unhappiest","antonym","unhappy","person","happy",1,1,"unhappy"
8,7064,"four_sliders",3,"Charles",0.04,"male","happiest","morphological","unhappiest","neg_antonym","not unhappy","person","happy",1,2,"unhappy"
8,7064,"four_sliders",3,"Veronica",0.96,"female","happiest","morphological","unhappiest","positive","happy","person","happy",1,3,"unhappy"
8,7064,"four_sliders",3,"Alicia",0.04,"female","happiest","morphological","unhappiest","neg_positive","not happy","person","happy",1,4,"unhappy"
8,7121,"four_sliders",4,"Gabriel",0.03,"male","most mature","morphological","most immature","neg_positive","not mature","person","mature",0,1,"immature"
8,7121,"four_sliders",4,"Kim",0.03,"female","most mature","morphological","most immature","neg_antonym","not immature","person","mature",0,2,"immature"
8,7121,"four_sliders",4,"Alison",0.94,"female","most mature","morphological","most immature","positive","mature","person","mature",0,3,"immature"
8,7121,"four_sliders",4,"Kathleen",0.05,"female","most mature","morphological","most immature","antonym","immature","person","mature",0,4,"immature"
8,8337,"four_sliders",5,"Mia",0.94,"female","most loud","lexical","most quiet","positive","loud","person","loud",0,1,"quiet"
8,8337,"four_sliders",5,"Anthony",0.03,"male","most loud","lexical","most quiet","antonym","quiet","person","loud",0,2,"quiet"
8,8337,"four_sliders",5,"Jeremy",0.04,"male","most loud","lexical","most quiet","neg_positive","not loud","person","loud",0,3,"quiet"
8,8337,"four_sliders",5,"Samuel",0.95,"male","most loud","lexical","most quiet","neg_antonym","not quiet","person","loud",0,4,"quiet"
8,8079,"four_sliders",6,"Melinda",0.97,"female","richest","lexical","poorest","neg_positive","not rich","person","rich",1,1,"poor"
8,8079,"four_sliders",6,"Greg",0.03,"male","richest","lexical","poorest","antonym","poor","person","rich",1,2,"poor"
8,8079,"four_sliders",6,"Monica",0.99,"female","richest","lexical","poorest","positive","rich","person","rich",1,3,"poor"
8,8079,"four_sliders",6,"Stephen",0.95,"male","richest","lexical","poorest","neg_antonym","not poor","person","rich",1,4,"poor"
8,7709,"four_sliders",7,"Lee",0.04,"male","most beautiful","lexical","most ugly","antonym","ugly","person","beautiful",0,1,"ugly"
8,7709,"four_sliders",7,"Daniel",0.05,"male","most beautiful","lexical","most ugly","neg_positive","not beautiful","person","beautiful",0,2,"ugly"
8,7709,"four_sliders",7,"David",0.97,"male","most beautiful","lexical","most ugly","positive","beautiful","person","beautiful",0,3,"ugly"
8,7709,"four_sliders",7,"Stephanie",0.95,"female","most beautiful","lexical","most ugly","neg_antonym","not ugly","person","beautiful",0,4,"ugly"
8,8489,"four_sliders",8,"Angela",0.98,"female","strongest","lexical","weakest","positive","strong","person","strong",1,1,"weak"
8,8489,"four_sliders",8,"Sasha",0.04,"female","strongest","lexical","weakest","neg_positive","not strong","person","strong",1,2,"weak"
8,8489,"four_sliders",8,"Tom",0.44,"male","strongest","lexical","weakest","neg_antonym","not weak","person","strong",1,3,"weak"
8,8489,"four_sliders",8,"John",0.12,"male","strongest","lexical","weakest","antonym","weak","person","strong",1,4,"weak"
8,7430,"four_sliders",9,"Dylan",0.04,"male","most honest","morphological","most dishonest","antonym","dishonest","person","honest",0,1,"dishonest"
8,7430,"four_sliders",9,"Michelle",0.04,"female","most honest","morphological","most dishonest","neg_positive","not honest","person","honest",0,2,"dishonest"
8,7430,"four_sliders",9,"Eric",0.96,"male","most honest","morphological","most dishonest","positive","honest","person","honest",0,3,"dishonest"
8,7430,"four_sliders",9,"Michael",0.58,"male","most honest","morphological","most dishonest","neg_antonym","not dishonest","person","honest",0,4,"dishonest"
8,6487,"four_sliders",10,"Claire",0.94,"female","most attractive","morphological","most unattractive","positive","attractive","person","attractive",0,1,"unattractive"
8,6487,"four_sliders",10,"Emma",0.07,"female","most attractive","morphological","most unattractive","neg_antonym","not unattractive","person","attractive",0,2,"unattractive"
8,6487,"four_sliders",10,"William",0.53,"male","most attractive","morphological","most unattractive","antonym","unattractive","person","attractive",0,3,"unattractive"
8,6487,"four_sliders",10,"Cameron",0.4,"male","most attractive","morphological","most unattractive","neg_positive","not attractive","person","attractive",0,4,"unattractive"
9,14040,"four_sliders",1,"Monica",0.17,"female","most undefined","morphological","most undefined","neg_positive","not intelligent","person","intelligent",0,1,"unintelligent"
9,14040,"four_sliders",1,"Greg",0.75,"male","most undefined","morphological","most undefined","positive","intelligent","person","intelligent",0,2,"unintelligent"
9,14040,"four_sliders",1,"William",0.1,"male","most undefined","morphological","most undefined","neg_antonym","not unintelligent","person","intelligent",0,3,"unintelligent"
9,14040,"four_sliders",1,"Jennifer",0.29,"female","most undefined","morphological","most undefined","antonym","unintelligent","person","intelligent",0,4,"unintelligent"
9,11721,"four_sliders",2,"Charles",0.81,"male","most undefined","morphological","most undefined","positive","polite","person","polite",0,1,"impolite"
9,11721,"four_sliders",2,"Stephanie",0.17,"female","most undefined","morphological","most undefined","antonym","impolite","person","polite",0,2,"impolite"
9,11721,"four_sliders",2,"Eric",0.67,"male","most undefined","morphological","most undefined","neg_antonym","not impolite","person","polite",0,3,"impolite"
9,11721,"four_sliders",2,"Laura",0.11,"female","most undefined","morphological","most undefined","neg_positive","not polite","person","polite",0,4,"impolite"
9,9456,"four_sliders",3,"Dylan",0.83,"male","most undefined","morphological","most undefined","neg_antonym","not unattractive","person","attractive",0,1,"unattractive"
9,9456,"four_sliders",3,"Alison",0.06,"female","most undefined","morphological","most undefined","antonym","unattractive","person","attractive",0,2,"unattractive"
9,9456,"four_sliders",3,"Melinda",0.07,"female","most undefined","morphological","most undefined","neg_positive","not attractive","person","attractive",0,3,"unattractive"
9,9456,"four_sliders",3,"Diana",0.94,"female","most undefined","morphological","most undefined","positive","attractive","person","attractive",0,4,"unattractive"
9,6687,"four_sliders",4,"Alicia",0.79,"female","most undefined","morphological","most undefined","positive","successful","person","successful",0,1,"unsuccessful"
9,6687,"four_sliders",4,"Lucas",0.14,"male","most undefined","morphological","most undefined","neg_positive","not successful","person","successful",0,2,"unsuccessful"
9,6687,"four_sliders",4,"Veronica",0.07,"female","most undefined","morphological","most undefined","antonym","unsuccessful","person","successful",0,3,"unsuccessful"
9,6687,"four_sliders",4,"Lee",0.78,"male","most undefined","morphological","most undefined","neg_antonym","not unsuccessful","person","successful",0,4,"unsuccessful"
9,5790,"four_sliders",5,"Anthony",0.73,"male","most undefined","morphological","most undefined","positive","mature","person","mature",0,1,"immature"
9,5790,"four_sliders",5,"Sasha",0.86,"female","most undefined","morphological","most undefined","neg_antonym","not immature","person","mature",0,2,"immature"
9,5790,"four_sliders",5,"Emma",0.15,"female","most undefined","morphological","most undefined","antonym","immature","person","mature",0,3,"immature"
9,5790,"four_sliders",5,"Daniel",0.06,"male","most undefined","morphological","most undefined","neg_positive","not mature","person","mature",0,4,"immature"
9,6170,"four_sliders",6,"Michael",0.93,"male","most undefined","morphological","most undefined","positive","honest","person","honest",0,1,"dishonest"
9,6170,"four_sliders",6,"Claire",0.22,"female","most undefined","morphological","most undefined","antonym","dishonest","person","honest",0,2,"dishonest"
9,6170,"four_sliders",6,"Andrew",0.76,"male","most undefined","morphological","most undefined","neg_antonym","not dishonest","person","honest",0,3,"dishonest"
9,6170,"four_sliders",6,"Angela",0.12,"female","most undefined","morphological","most undefined","neg_positive","not honest","person","honest",0,4,"dishonest"
9,7678,"four_sliders",7,"Michelle",0.8,"female","most undefined","morphological","most undefined","neg_antonym","not uninteresting","person","interesting",0,1,"uninteresting"
9,7678,"four_sliders",7,"Cameron",0.2,"male","most undefined","morphological","most undefined","neg_positive","not interesting","person","interesting",0,2,"uninteresting"
9,7678,"four_sliders",7,"Sophia",0.88,"female","most undefined","morphological","most undefined","positive","interesting","person","interesting",0,3,"uninteresting"
9,7678,"four_sliders",7,"Samuel",0.12,"male","most undefined","morphological","most undefined","antonym","uninteresting","person","interesting",0,4,"uninteresting"
9,11780,"four_sliders",8,"Jeremy",0.17,"male","most undefined","morphological","most undefined","neg_positive","not friendly","person","friendly",0,1,"unfriendly"
9,11780,"four_sliders",8,"Julia",0.82,"female","most undefined","morphological","most undefined","neg_antonym","not unfriendly","person","friendly",0,2,"unfriendly"
9,11780,"four_sliders",8,"Tom",0.89,"male","most undefined","morphological","most undefined","positive","friendly","person","friendly",0,3,"unfriendly"
9,11780,"four_sliders",8,"Mia",0.12,"female","most undefined","morphological","most undefined","antonym","unfriendly","person","friendly",0,4,"unfriendly"
9,5540,"four_sliders",9,"Alexander",0.22,"male","most undefined","morphological","most undefined","neg_positive","not educated","person","educated",0,1,"uneducated"
9,5540,"four_sliders",9,"Kim",0.75,"female","most undefined","morphological","most undefined","neg_antonym","not uneducated","person","educated",0,2,"uneducated"
9,5540,"four_sliders",9,"John",0.8,"male","most undefined","morphological","most undefined","positive","educated","person","educated",0,3,"uneducated"
9,5540,"four_sliders",9,"Kathleen",0.13,"female","most undefined","morphological","most undefined","antonym","uneducated","person","educated",0,4,"uneducated"
9,4498,"four_sliders",10,"Maya",0.83,"female","most undefined","morphological","most undefined","positive","happy","person","happy",0,1,"unhappy"
9,4498,"four_sliders",10,"Gabriel",0.76,"male","most undefined","morphological","most undefined","neg_antonym","not unhappy","person","happy",0,2,"unhappy"
9,4498,"four_sliders",10,"David",0.21,"male","most undefined","morphological","most undefined","neg_positive","not happy","person","happy",0,3,"unhappy"
9,4498,"four_sliders",10,"Stephen",0.1,"male","most undefined","morphological","most undefined","antonym","unhappy","person","happy",0,4,"unhappy"
10,19302,"four_sliders",1,"Stephen",0.05,"male","most undefined","morphological","most undefined","antonym","unfriendly","person","friendly",0,1,"unfriendly"
10,19302,"four_sliders",1,"Samuel",0.76,"male","most undefined","morphological","most undefined","positive","friendly","person","friendly",0,2,"unfriendly"
10,19302,"four_sliders",1,"Alicia",0.87,"female","most undefined","morphological","most undefined","neg_antonym","not unfriendly","person","friendly",0,3,"unfriendly"
10,19302,"four_sliders",1,"John",0.05,"male","most undefined","morphological","most undefined","neg_positive","not friendly","person","friendly",0,4,"unfriendly"
10,11257,"four_sliders",2,"Maya",0.09,"female","most undefined","morphological","most undefined","antonym","unattractive","person","attractive",0,1,"unattractive"
10,11257,"four_sliders",2,"Dylan",0.86,"male","most undefined","morphological","most undefined","neg_antonym","not unattractive","person","attractive",0,2,"unattractive"
10,11257,"four_sliders",2,"Andrew",0.03,"male","most undefined","morphological","most undefined","neg_positive","not attractive","person","attractive",0,3,"unattractive"
10,11257,"four_sliders",2,"Sophia",0.85,"female","most undefined","morphological","most undefined","positive","attractive","person","attractive",0,4,"unattractive"
10,8762,"four_sliders",3,"Kim",0.89,"female","most undefined","morphological","most undefined","neg_antonym","not dishonest","person","honest",0,1,"dishonest"
10,8762,"four_sliders",3,"Mia",0.06,"female","most undefined","morphological","most undefined","neg_positive","not honest","person","honest",0,2,"dishonest"
10,8762,"four_sliders",3,"Jennifer",0.89,"female","most undefined","morphological","most undefined","positive","honest","person","honest",0,3,"dishonest"
10,8762,"four_sliders",3,"Gabriel",0.01,"male","most undefined","morphological","most undefined","antonym","dishonest","person","honest",0,4,"dishonest"
10,9887,"four_sliders",4,"Alison",0.05,"female","most undefined","morphological","most undefined","neg_positive","not interesting","person","interesting",0,1,"uninteresting"
10,9887,"four_sliders",4,"Alexander",0.07,"male","most undefined","morphological","most undefined","antonym","uninteresting","person","interesting",0,2,"uninteresting"
10,9887,"four_sliders",4,"Lee",0.93,"male","most undefined","morphological","most undefined","positive","interesting","person","interesting",0,3,"uninteresting"
10,9887,"four_sliders",4,"Veronica",0.92,"female","most undefined","morphological","most undefined","neg_antonym","not uninteresting","person","interesting",0,4,"uninteresting"
10,7028,"four_sliders",5,"Julia",0.92,"female","most undefined","morphological","most undefined","neg_antonym","not immature","person","mature",0,1,"immature"
10,7028,"four_sliders",5,"Eric",0.91,"male","most undefined","morphological","most undefined","positive","mature","person","mature",0,2,"immature"
10,7028,"four_sliders",5,"Claire",0.04,"female","most undefined","morphological","most undefined","antonym","immature","person","mature",0,3,"immature"
10,7028,"four_sliders",5,"Michelle",0.02,"female","most undefined","morphological","most undefined","neg_positive","not mature","person","mature",0,4,"immature"
10,5426,"four_sliders",6,"Emma",0.09,"female","most undefined","morphological","most undefined","antonym","unhappy","person","happy",0,1,"unhappy"
10,5426,"four_sliders",6,"William",0.08,"male","most undefined","morphological","most undefined","neg_positive","not happy","person","happy",0,2,"unhappy"
10,5426,"four_sliders",6,"Sasha",0.94,"female","most undefined","morphological","most undefined","neg_antonym","not unhappy","person","happy",0,3,"unhappy"
10,5426,"four_sliders",6,"Kathleen",0.94,"female","most undefined","morphological","most undefined","positive","happy","person","happy",0,4,"unhappy"
10,5146,"four_sliders",7,"Greg",0.02,"male","most undefined","morphological","most undefined","antonym","unintelligent","person","intelligent",0,1,"unintelligent"
10,5146,"four_sliders",7,"Diana",0.05,"female","most undefined","morphological","most undefined","neg_positive","not intelligent","person","intelligent",0,2,"unintelligent"
10,5146,"four_sliders",7,"Daniel",0.92,"male","most undefined","morphological","most undefined","neg_antonym","not unintelligent","person","intelligent",0,3,"unintelligent"
10,5146,"four_sliders",7,"Angela",0.92,"female","most undefined","morphological","most undefined","positive","intelligent","person","intelligent",0,4,"unintelligent"
10,6190,"four_sliders",8,"Charles",0.06,"male","most undefined","morphological","most undefined","neg_positive","not polite","person","polite",0,1,"impolite"
10,6190,"four_sliders",8,"Stephanie",0.05,"female","most undefined","morphological","most undefined","antonym","impolite","person","polite",0,2,"impolite"
10,6190,"four_sliders",8,"Tom",0.9,"male","most undefined","morphological","most undefined","neg_antonym","not impolite","person","polite",0,3,"impolite"
10,6190,"four_sliders",8,"Melinda",0.9,"female","most undefined","morphological","most undefined","positive","polite","person","polite",0,4,"impolite"
10,6392,"four_sliders",9,"Cameron",0.96,"male","most undefined","morphological","most undefined","positive","successful","person","successful",0,1,"unsuccessful"
10,6392,"four_sliders",9,"David",0.95,"male","most undefined","morphological","most undefined","neg_antonym","not unsuccessful","person","successful",0,2,"unsuccessful"
10,6392,"four_sliders",9,"Michael",0.06,"male","most undefined","morphological","most undefined","neg_positive","not successful","person","successful",0,3,"unsuccessful"
10,6392,"four_sliders",9,"Monica",0.06,"female","most undefined","morphological","most undefined","antonym","unsuccessful","person","successful",0,4,"unsuccessful"
10,8494,"four_sliders",10,"Jeremy",0.92,"male","most undefined","morphological","most undefined","neg_antonym","not uneducated","person","educated",0,1,"uneducated"
10,8494,"four_sliders",10,"Lucas",0.04,"male","most undefined","morphological","most undefined","neg_positive","not educated","person","educated",0,2,"uneducated"
10,8494,"four_sliders",10,"Laura",0.06,"female","most undefined","morphological","most undefined","antonym","uneducated","person","educated",0,3,"uneducated"
10,8494,"four_sliders",10,"Anthony",0.94,"male","most undefined","morphological","most undefined","positive","educated","person","educated",0,4,"uneducated"
11,13797,"four_sliders",1,"Monica",0.84,"female","most undefined","morphological","most undefined","antonym","unattractive","person","attractive",0,1,"unattractive"
11,13797,"four_sliders",1,"Sophia",0.12,"female","most undefined","morphological","most undefined","neg_positive","not attractive","person","attractive",0,2,"unattractive"
11,13797,"four_sliders",1,"Jeremy",0.59,"male","most undefined","morphological","most undefined","positive","attractive","person","attractive",0,3,"unattractive"
11,13797,"four_sliders",1,"Sasha",0.33,"female","most undefined","morphological","most undefined","neg_antonym","not unattractive","person","attractive",0,4,"unattractive"
11,8981,"four_sliders",2,"Diana",0.24,"female","most undefined","morphological","most undefined","neg_positive","not happy","person","happy",0,1,"unhappy"
11,8981,"four_sliders",2,"Greg",0.75,"male","most undefined","morphological","most undefined","positive","happy","person","happy",0,2,"unhappy"
11,8981,"four_sliders",2,"Michelle",0.44,"female","most undefined","morphological","most undefined","neg_antonym","not unhappy","person","happy",0,3,"unhappy"
11,8981,"four_sliders",2,"Alison",0.69,"female","most undefined","morphological","most undefined","antonym","unhappy","person","happy",0,4,"unhappy"
11,9127,"four_sliders",3,"Kathleen",0.76,"female","most undefined","morphological","most undefined","antonym","impolite","person","polite",0,1,"impolite"
11,9127,"four_sliders",3,"Lucas",0.35,"male","most undefined","morphological","most undefined","neg_positive","not polite","person","polite",0,2,"impolite"
11,9127,"four_sliders",3,"Dylan",0.22,"male","most undefined","morphological","most undefined","neg_antonym","not impolite","person","polite",0,3,"impolite"
11,9127,"four_sliders",3,"Angela",0.82,"female","most undefined","morphological","most undefined","positive","polite","person","polite",0,4,"impolite"
11,7199,"four_sliders",4,"Jennifer",0.18,"female","most undefined","morphological","most undefined","neg_positive","not mature","person","mature",0,1,"immature"
11,7199,"four_sliders",4,"Claire",0.56,"female","most undefined","morphological","most undefined","antonym","immature","person","mature",0,2,"immature"
11,7199,"four_sliders",4,"Eric",0.71,"male","most undefined","morphological","most undefined","positive","mature","person","mature",0,3,"immature"
11,7199,"four_sliders",4,"Julia",0.28,"female","most undefined","morphological","most undefined","neg_antonym","not immature","person","mature",0,4,"immature"
11,25966,"four_sliders",5,"Andrew",0.16,"male","most undefined","morphological","most undefined","neg_antonym","not uninteresting","person","interesting",0,1,"uninteresting"
11,25966,"four_sliders",5,"Charles",0.64,"male","most undefined","morphological","most undefined","antonym","uninteresting","person","interesting",0,2,"uninteresting"
11,25966,"four_sliders",5,"Veronica",0.09,"female","most undefined","morphological","most undefined","neg_positive","not interesting","person","interesting",0,3,"uninteresting"
11,25966,"four_sliders",5,"Alicia",0.53,"female","most undefined","morphological","most undefined","positive","interesting","person","interesting",0,4,"uninteresting"
11,9158,"four_sliders",6,"Stephanie",0.66,"female","most undefined","morphological","most undefined","positive","educated","person","educated",0,1,"uneducated"
11,9158,"four_sliders",6,"Laura",0.14,"female","most undefined","morphological","most undefined","neg_positive","not educated","person","educated",0,2,"uneducated"
11,9158,"four_sliders",6,"Stephen",0.78,"male","most undefined","morphological","most undefined","antonym","uneducated","person","educated",0,3,"uneducated"
11,9158,"four_sliders",6,"Mia",0.23,"female","most undefined","morphological","most undefined","neg_antonym","not uneducated","person","educated",0,4,"uneducated"
11,8819,"four_sliders",7,"Michael",0.81,"male","most undefined","morphological","most undefined","positive","honest","person","honest",0,1,"dishonest"
11,8819,"four_sliders",7,"Kim",0.11,"female","most undefined","morphological","most undefined","neg_antonym","not dishonest","person","honest",0,2,"dishonest"
11,8819,"four_sliders",7,"Cameron",0.57,"male","most undefined","morphological","most undefined","antonym","dishonest","person","honest",0,3,"dishonest"
11,8819,"four_sliders",7,"Daniel",0.26,"male","most undefined","morphological","most undefined","neg_positive","not honest","person","honest",0,4,"dishonest"
11,8527,"four_sliders",8,"Alexander",0.26,"male","most undefined","morphological","most undefined","antonym","unfriendly","person","friendly",0,1,"unfriendly"
11,8527,"four_sliders",8,"John",0.81,"male","most undefined","morphological","most undefined","positive","friendly","person","friendly",0,2,"unfriendly"
11,8527,"four_sliders",8,"Gabriel",0.18,"male","most undefined","morphological","most undefined","neg_positive","not friendly","person","friendly",0,3,"unfriendly"
11,8527,"four_sliders",8,"Samuel",0.12,"male","most undefined","morphological","most undefined","neg_antonym","not unfriendly","person","friendly",0,4,"unfriendly"
11,10319,"four_sliders",9,"Melinda",0.15,"female","most undefined","morphological","most undefined","neg_antonym","not unsuccessful","person","successful",0,1,"unsuccessful"
11,10319,"four_sliders",9,"Lee",0.54,"male","most undefined","morphological","most undefined","antonym","unsuccessful","person","successful",0,2,"unsuccessful"
11,10319,"four_sliders",9,"David",0.83,"male","most undefined","morphological","most undefined","positive","successful","person","successful",0,3,"unsuccessful"
11,10319,"four_sliders",9,"Anthony",0.22,"male","most undefined","morphological","most undefined","neg_positive","not successful","person","successful",0,4,"unsuccessful"
11,8335,"four_sliders",10,"Maya",0.72,"female","most undefined","morphological","most undefined","positive","intelligent","person","intelligent",0,1,"unintelligent"
11,8335,"four_sliders",10,"Emma",0.15,"female","most undefined","morphological","most undefined","neg_antonym","not unintelligent","person","intelligent",0,2,"unintelligent"
11,8335,"four_sliders",10,"William",0.53,"male","most undefined","morphological","most undefined","antonym","unintelligent","person","intelligent",0,3,"unintelligent"
11,8335,"four_sliders",10,"Tom",0.09,"male","most undefined","morphological","most undefined","neg_positive","not intelligent","person","intelligent",0,4,"unintelligent"
12,24319,"four_sliders",1,"Michael",0.33,"male","most undefined","morphological","most undefined","neg_positive","not interesting","person","interesting",0,1,"uninteresting"
12,24319,"four_sliders",1,"Jeremy",0.6,"male","most undefined","morphological","most undefined","neg_antonym","not uninteresting","person","interesting",0,2,"uninteresting"
12,24319,"four_sliders",1,"Veronica",0.04,"female","most undefined","morphological","most undefined","antonym","uninteresting","person","interesting",0,3,"uninteresting"
12,24319,"four_sliders",1,"Maya",0.95,"female","most undefined","morphological","most undefined","positive","interesting","person","interesting",0,4,"uninteresting"
12,12146,"four_sliders",2,"Charles",0.85,"male","most undefined","morphological","most undefined","positive","friendly","person","friendly",0,1,"unfriendly"
12,12146,"four_sliders",2,"Alison",0.57,"female","most undefined","morphological","most undefined","neg_antonym","not unfriendly","person","friendly",0,2,"unfriendly"
12,12146,"four_sliders",2,"Angela",0.31,"female","most undefined","morphological","most undefined","neg_positive","not friendly","person","friendly",0,3,"unfriendly"
12,12146,"four_sliders",2,"Stephen",0.03,"male","most undefined","morphological","most undefined","antonym","unfriendly","person","friendly",0,4,"unfriendly"
12,12985,"four_sliders",3,"Lee",0.98,"male","most undefined","morphological","most undefined","positive","honest","person","honest",0,1,"dishonest"
12,12985,"four_sliders",3,"Samuel",0.01,"male","most undefined","morphological","most undefined","antonym","dishonest","person","honest",0,2,"dishonest"
