"workerid","rt","trial_type","trial_num","name","positive","sentence_type","adjective","referent","gender","noun","response","antonym"
8,10148,"one_slider",1,"Angela","attractive","positive","attractive","person","female","level of attractiveness",0.88,"unattractive"
8,6414,"one_slider",2,"Alexander","forgiving","antonym","unforgiving","person","male","level of forgivingness",0.24,"unforgiving"
8,10120,"one_slider",3,"Julia","interesting","neg_positive","not interesting","person","female","level of interestingness",0.64,"uninteresting"
8,7327,"one_slider",4,"Alicia","interesting","neg_antonym","not uninteresting","person","female","level of interestingness",0.66,"uninteresting"
8,5110,"one_slider",5,"Greg","attractive","neg_antonym","not unattractive","person","male","level of attractiveness",0.62,"unattractive"
8,7078,"one_slider",6,"Anthony","happy","neg_antonym","not unhappy","person","male","level of happiness",0.53,"unhappy"
8,14423,"one_slider",7,"Lucas","intelligent","neg_positive","not intelligent","person","male","level of intelligence",0.55,"unintelligent"
8,11215,"one_slider",8,"Eric","attractive","antonym","unattractive","person","male","level of attractiveness",0.37,"unattractive"
8,5767,"one_slider",9,"Melinda","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","female","level of forgivingness",0.5,"unforgiving"
8,6904,"one_slider",10,"Kathleen","polite","positive","polite","person","female","level of politeness",0.94,"impolite"
8,6590,"one_slider",11,"Stephen","attractive","neg_positive","not attractive","person","male","level of attractiveness",0.45,"unattractive"
8,5664,"one_slider",12,"Maya","interesting","antonym","uninteresting","person","female","level of interestingness",0.58,"uninteresting"
8,6147,"one_slider",13,"Cameron","happy","antonym","unhappy","person","male","level of happiness",0.29,"unhappy"
8,6678,"one_slider",14,"Laura","polite","neg_positive","not polite","person","female","level of politeness",0.31,"impolite"
8,6947,"one_slider",15,"Gabriel","intelligent","antonym","unintelligent","person","male","level of intelligence",0.53,"unintelligent"
8,8300,"one_slider",16,"Veronica","intelligent","neg_antonym","not unintelligent","person","female","level of intelligence",0.7,"unintelligent"
8,6527,"one_slider",17,"Kim","forgiving","neg_antonym","not unforgiving","person","female","level of forgivingness",0.64,"unforgiving"
8,10663,"one_slider",18,"Michael","happy","neither_pos_nor_ant","neither happy nor unhappy","person","male","level of happiness",0.44,"unhappy"
8,4343,"one_slider",19,"John","happy","neg_positive","not happy","person","male","level of happiness",0.21,"unhappy"
8,9062,"one_slider",20,"David","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","male","level of intelligence",0.68,"unintelligent"
8,5351,"one_slider",21,"Michelle","interesting","positive","interesting","person","female","level of interestingness",0.73,"uninteresting"
8,6391,"one_slider",22,"Tom","forgiving","positive","forgiving","person","male","level of forgivingness",0.83,"unforgiving"
8,5688,"one_slider",23,"Stephanie","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","female","level of attractiveness",0.59,"unattractive"
8,7511,"one_slider",24,"Daniel","happy","positive","happy","person","male","level of happiness",0.75,"unhappy"
8,9023,"one_slider",25,"Jennifer","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","female","level of interestingness",0.65,"uninteresting"
8,5894,"one_slider",26,"William","polite","antonym","impolite","person","male","level of politeness",0.24,"impolite"
8,8399,"one_slider",27,"Monica","polite","neither_pos_nor_ant","neither polite nor impolite","person","female","level of politeness",0.51,"impolite"
8,7016,"one_slider",28,"Sophia","polite","neg_antonym","not impolite","person","female","level of politeness",0.7,"impolite"
8,6222,"one_slider",29,"Lee","intelligent","positive","intelligent","person","male","level of intelligence",0.87,"unintelligent"
8,7528,"one_slider",30,"Claire","forgiving","neg_positive","not forgiving","person","female","level of forgivingness",0.23,"unforgiving"
9,7239,"one_slider",1,"Veronica","attractive","positive","attractive","person","female","level of attractiveness",0.78,"unattractive"
9,4494,"one_slider",2,"Michelle","happy","antonym","unhappy","person","female","level of happiness",0.36,"unhappy"
9,3068,"one_slider",3,"Eric","polite","positive","polite","person","male","level of politeness",0.73,"impolite"
9,5563,"one_slider",4,"Monica","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","female","level of attractiveness",0.49,"unattractive"
9,4503,"one_slider",5,"Stephen","interesting","antonym","uninteresting","person","male","level of interestingness",0.3,"uninteresting"
9,3655,"one_slider",6,"Julia","attractive","neg_positive","not attractive","person","female","level of attractiveness",0.39,"unattractive"
9,4009,"one_slider",7,"Alicia","interesting","neg_positive","not interesting","person","female","level of interestingness",0.27,"uninteresting"
9,3045,"one_slider",8,"Michael","happy","neg_positive","not happy","person","male","level of happiness",0.28,"unhappy"
9,3195,"one_slider",9,"David","happy","positive","happy","person","male","level of happiness",0.6,"unhappy"
9,4324,"one_slider",10,"Stephanie","attractive","antonym","unattractive","person","female","level of attractiveness",0.19,"unattractive"
9,3083,"one_slider",11,"Cameron","happy","neither_pos_nor_ant","neither happy nor unhappy","person","male","level of happiness",0.51,"unhappy"
9,5129,"one_slider",12,"Jennifer","forgiving","neg_positive","not forgiving","person","female","level of forgivingness",0.2,"unforgiving"
9,3013,"one_slider",13,"Laura","polite","neg_antonym","not impolite","person","female","level of politeness",0.66,"impolite"
9,2797,"one_slider",14,"Kathleen","polite","antonym","impolite","person","female","level of politeness",0.33,"impolite"
9,5369,"one_slider",15,"Sophia","happy","neg_antonym","not unhappy","person","female","level of happiness",0.61,"unhappy"
9,4649,"one_slider",16,"Tom","attractive","neg_antonym","not unattractive","person","male","level of attractiveness",0.56,"unattractive"
9,2523,"one_slider",17,"Daniel","forgiving","neg_antonym","not unforgiving","person","male","level of forgivingness",0.63,"unforgiving"
9,4704,"one_slider",18,"Greg","forgiving","antonym","unforgiving","person","male","level of forgivingness",0.3,"unforgiving"
9,3599,"one_slider",19,"Lee","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","male","level of intelligence",0.52,"unintelligent"
9,2901,"one_slider",20,"Angela","interesting","neg_antonym","not uninteresting","person","female","level of interestingness",0.52,"uninteresting"
9,2689,"one_slider",21,"Claire","polite","neither_pos_nor_ant","neither polite nor impolite","person","female","level of politeness",0.51,"impolite"
9,2901,"one_slider",22,"William","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","male","level of interestingness",0.52,"uninteresting"
9,3053,"one_slider",23,"Melinda","intelligent","antonym","unintelligent","person","female","level of intelligence",0.3,"unintelligent"
9,2763,"one_slider",24,"Maya","intelligent","neg_antonym","not unintelligent","person","female","level of intelligence",0.71,"unintelligent"
9,3968,"one_slider",25,"Gabriel","polite","neg_positive","not polite","person","male","level of politeness",0.27,"impolite"
9,3558,"one_slider",26,"Kim","intelligent","neg_positive","not intelligent","person","female","level of intelligence",0.23,"unintelligent"
9,3823,"one_slider",27,"Lucas","forgiving","positive","forgiving","person","male","level of forgivingness",0.7,"unforgiving"
9,3237,"one_slider",28,"Alexander","interesting","positive","interesting","person","male","level of interestingness",0.73,"uninteresting"
9,2694,"one_slider",29,"John","intelligent","positive","intelligent","person","male","level of intelligence",0.78,"unintelligent"
9,3943,"one_slider",30,"Anthony","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","male","level of forgivingness",0.49,"unforgiving"
10,4236,"one_slider",1,"Stephen","intelligent","positive","intelligent","person","male","level of intelligence",0.99,"unintelligent"
10,2867,"one_slider",2,"Veronica","happy","antonym","unhappy","person","female","level of happiness",0,"unhappy"
10,2147,"one_slider",3,"Eric","polite","antonym","impolite","person","male","level of politeness",0.06,"impolite"
10,2289,"one_slider",4,"William","happy","neg_positive","not happy","person","male","level of happiness",0.11,"unhappy"
10,2074,"one_slider",5,"Michael","forgiving","neg_positive","not forgiving","person","male","level of forgivingness",0.2,"unforgiving"
10,2346,"one_slider",6,"Jennifer","happy","neither_pos_nor_ant","neither happy nor unhappy","person","female","level of happiness",0.5,"unhappy"
10,4130,"one_slider",7,"Michelle","forgiving","positive","forgiving","person","female","level of forgivingness",0.87,"unforgiving"
10,2285,"one_slider",8,"Stephanie","forgiving","antonym","unforgiving","person","female","level of forgivingness",0.14,"unforgiving"
10,1997,"one_slider",9,"David","interesting","antonym","uninteresting","person","male","level of interestingness",0.09,"uninteresting"
10,3456,"one_slider",10,"Alicia","attractive","antonym","unattractive","person","female","level of attractiveness",0.19,"unattractive"
10,2109,"one_slider",11,"Lee","attractive","neg_positive","not attractive","person","male","level of attractiveness",0.11,"unattractive"
10,2394,"one_slider",12,"Gabriel","polite","neither_pos_nor_ant","neither polite nor impolite","person","male","level of politeness",0.48,"impolite"
10,1924,"one_slider",13,"Laura","intelligent","antonym","unintelligent","person","female","level of intelligence",0.13,"unintelligent"
10,1676,"one_slider",14,"Cameron","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","male","level of forgivingness",0.49,"unforgiving"
10,2025,"one_slider",15,"Tom","polite","neg_positive","not polite","person","male","level of politeness",0.08,"impolite"
10,1669,"one_slider",16,"Angela","polite","positive","polite","person","female","level of politeness",0.92,"impolite"
10,2949,"one_slider",17,"Kathleen","happy","neg_antonym","not unhappy","person","female","level of happiness",0.85,"unhappy"
10,1959,"one_slider",18,"Monica","attractive","positive","attractive","person","female","level of attractiveness",0.92,"unattractive"
10,2159,"one_slider",19,"Anthony","attractive","neg_antonym","not unattractive","person","male","level of attractiveness",0.91,"unattractive"
10,2487,"one_slider",20,"Julia","interesting","neg_positive","not interesting","person","female","level of interestingness",0.12,"uninteresting"
10,1995,"one_slider",21,"Melinda","forgiving","neg_antonym","not unforgiving","person","female","level of forgivingness",0.92,"unforgiving"
10,1903,"one_slider",22,"Maya","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","female","level of attractiveness",0.46,"unattractive"
10,2071,"one_slider",23,"Alexander","intelligent","neg_antonym","not unintelligent","person","male","level of intelligence",0.89,"unintelligent"
10,1785,"one_slider",24,"Kim","polite","neg_antonym","not impolite","person","female","level of politeness",0.66,"impolite"
10,2532,"one_slider",25,"Daniel","intelligent","neg_positive","not intelligent","person","male","level of intelligence",0.17,"unintelligent"
10,1784,"one_slider",26,"John","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","male","level of intelligence",0.48,"unintelligent"
10,1895,"one_slider",27,"Sophia","interesting","positive","interesting","person","female","level of interestingness",0.79,"uninteresting"
10,21914,"one_slider",28,"Claire","interesting","neg_antonym","not uninteresting","person","female","level of interestingness",0.87,"uninteresting"
10,1780,"one_slider",29,"Lucas","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","male","level of interestingness",0.5,"uninteresting"
10,1740,"one_slider",30,"Greg","happy","positive","happy","person","male","level of happiness",0.85,"unhappy"
11,6389,"one_slider",1,"William","intelligent","neg_antonym","not unintelligent","person","male","level of intelligence",0.64,"unintelligent"
11,4503,"one_slider",2,"Cameron","forgiving","neg_antonym","not unforgiving","person","male","level of forgivingness",0.59,"unforgiving"
11,4910,"one_slider",3,"Angela","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","female","level of attractiveness",0.46,"unattractive"
11,18375,"one_slider",4,"Greg","happy","neg_antonym","not unhappy","person","male","level of happiness",0.58,"unhappy"
11,3478,"one_slider",5,"Gabriel","attractive","positive","attractive","person","male","level of attractiveness",0.75,"unattractive"
11,6714,"one_slider",6,"Eric","attractive","antonym","unattractive","person","male","level of attractiveness",0,"unattractive"
11,3763,"one_slider",7,"Melinda","polite","neg_antonym","not impolite","person","female","level of politeness",0.7,"impolite"
11,3743,"one_slider",8,"Stephanie","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","female","level of forgivingness",0.47,"unforgiving"
11,3365,"one_slider",9,"Laura","polite","neg_positive","not polite","person","female","level of politeness",0,"impolite"
11,3944,"one_slider",10,"Julia","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","female","level of intelligence",0.47,"unintelligent"
11,4359,"one_slider",11,"Kim","attractive","neg_antonym","not unattractive","person","female","level of attractiveness",0.65,"unattractive"
11,5710,"one_slider",12,"Jennifer","intelligent","neg_positive","not intelligent","person","female","level of intelligence",0.09,"unintelligent"
11,3597,"one_slider",13,"Claire","interesting","antonym","uninteresting","person","female","level of interestingness",0,"uninteresting"
11,3111,"one_slider",14,"Tom","polite","antonym","impolite","person","male","level of politeness",0,"impolite"
11,2902,"one_slider",15,"Anthony","forgiving","positive","forgiving","person","male","level of forgivingness",1,"unforgiving"
11,5824,"one_slider",16,"Sophia","happy","neg_positive","not happy","person","female","level of happiness",0.12,"unhappy"
11,3257,"one_slider",17,"Stephen","happy","neither_pos_nor_ant","neither happy nor unhappy","person","male","level of happiness",0.48,"unhappy"
11,2829,"one_slider",18,"John","forgiving","antonym","unforgiving","person","male","level of forgivingness",0,"unforgiving"
11,3767,"one_slider",19,"Michael","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","male","level of interestingness",0.49,"uninteresting"
11,5503,"one_slider",20,"Monica","interesting","neg_positive","not interesting","person","female","level of interestingness",0.13,"uninteresting"
11,3346,"one_slider",21,"Michelle","happy","antonym","unhappy","person","female","level of happiness",0,"unhappy"
11,5084,"one_slider",22,"Lee","forgiving","neg_positive","not forgiving","person","male","level of forgivingness",0.15,"unforgiving"
11,3829,"one_slider",23,"David","intelligent","positive","intelligent","person","male","level of intelligence",1,"unintelligent"
11,4391,"one_slider",24,"Daniel","interesting","neg_antonym","not uninteresting","person","male","level of interestingness",0.77,"uninteresting"
11,2542,"one_slider",25,"Alicia","polite","neither_pos_nor_ant","neither polite nor impolite","person","female","level of politeness",0.5,"impolite"
11,3271,"one_slider",26,"Lucas","interesting","positive","interesting","person","male","level of interestingness",1,"uninteresting"
11,3289,"one_slider",27,"Maya","intelligent","antonym","unintelligent","person","female","level of intelligence",0,"unintelligent"
11,5126,"one_slider",28,"Alexander","attractive","neg_positive","not attractive","person","male","level of attractiveness",0.15,"unattractive"
11,2869,"one_slider",29,"Kathleen","happy","positive","happy","person","female","level of happiness",1,"unhappy"
11,3249,"one_slider",30,"Veronica","polite","positive","polite","person","female","level of politeness",1,"impolite"
12,6524,"one_slider",1,"Stephanie","intelligent","antonym","unintelligent","person","female","level of intelligence",0.51,"unintelligent"
12,3306,"one_slider",2,"Greg","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","male","level of intelligence",0.49,"unintelligent"
12,3803,"one_slider",3,"Eric","attractive","antonym","unattractive","person","male","level of attractiveness",0.46,"unattractive"
12,3693,"one_slider",4,"Kathleen","interesting","antonym","uninteresting","person","female","level of interestingness",0.45,"uninteresting"
12,2950,"one_slider",5,"Monica","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","female","level of attractiveness",0.49,"unattractive"
12,5366,"one_slider",6,"Anthony","forgiving","neg_antonym","not unforgiving","person","male","level of forgivingness",0.75,"unforgiving"
12,3253,"one_slider",7,"Jennifer","intelligent","neg_antonym","not unintelligent","person","female","level of intelligence",0.83,"unintelligent"
12,3686,"one_slider",8,"Claire","forgiving","antonym","unforgiving","person","female","level of forgivingness",0.3,"unforgiving"
12,3357,"one_slider",9,"Gabriel","happy","neg_positive","not happy","person","male","level of happiness",0.26,"unhappy"
12,2310,"one_slider",10,"Laura","polite","neg_positive","not polite","person","female","level of politeness",0.26,"impolite"
12,3158,"one_slider",11,"Lucas","forgiving","positive","forgiving","person","male","level of forgivingness",0.93,"unforgiving"
12,3556,"one_slider",12,"Alicia","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","female","level of interestingness",0.5,"uninteresting"
12,2437,"one_slider",13,"Melinda","polite","positive","polite","person","female","level of politeness",0.87,"impolite"
12,4590,"one_slider",14,"John","polite","neither_pos_nor_ant","neither polite nor impolite","person","male","level of politeness",0.88,"impolite"
12,14406,"one_slider",15,"Angela","interesting","neg_antonym","not uninteresting","person","female","level of interestingness",0.83,"uninteresting"
12,4354,"one_slider",16,"Michael","forgiving","neg_positive","not forgiving","person","male","level of forgivingness",0.22,"unforgiving"
12,2410,"one_slider",17,"Tom","polite","antonym","impolite","person","male","level of politeness",0.22,"impolite"
12,3668,"one_slider",18,"Daniel","interesting","neg_positive","not interesting","person","male","level of interestingness",0.26,"uninteresting"
12,3264,"one_slider",19,"Kim","polite","neg_antonym","not impolite","person","female","level of politeness",0.9,"impolite"
12,2205,"one_slider",20,"Sophia","happy","positive","happy","person","female","level of happiness",0.86,"unhappy"
12,3070,"one_slider",21,"Lee","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","male","level of forgivingness",0.49,"unforgiving"
12,2283,"one_slider",22,"Maya","intelligent","positive","intelligent","person","female","level of intelligence",0.87,"unintelligent"
12,3056,"one_slider",23,"David","attractive","neg_antonym","not unattractive","person","male","level of attractiveness",0.89,"unattractive"
12,4342,"one_slider",24,"Stephen","interesting","positive","interesting","person","male","level of interestingness",0.3,"uninteresting"
12,3518,"one_slider",25,"Michelle","attractive","positive","attractive","person","female","level of attractiveness",0.84,"unattractive"
12,3647,"one_slider",26,"Alexander","happy","neither_pos_nor_ant","neither happy nor unhappy","person","male","level of happiness",0.52,"unhappy"
12,3717,"one_slider",27,"Veronica","happy","neg_antonym","not unhappy","person","female","level of happiness",0.81,"unhappy"
12,3349,"one_slider",28,"Julia","attractive","neg_positive","not attractive","person","female","level of attractiveness",0.2,"unattractive"
12,2142,"one_slider",29,"William","intelligent","neg_positive","not intelligent","person","male","level of intelligence",0.26,"unintelligent"
12,3807,"one_slider",30,"Cameron","happy","antonym","unhappy","person","male","level of happiness",0.19,"unhappy"
13,41203,"one_slider",1,"Jennifer","polite","neither_pos_nor_ant","neither polite nor impolite","person","female","level of politeness",0.49,"impolite"
13,11498,"one_slider",2,"Laura","interesting","neg_antonym","not uninteresting","person","female","level of interestingness",0.81,"uninteresting"
13,5326,"one_slider",3,"Angela","forgiving","neg_positive","not forgiving","person","female","level of forgivingness",0.07,"unforgiving"
13,4495,"one_slider",4,"Stephen","attractive","positive","attractive","person","male","level of attractiveness",0.91,"unattractive"
13,3713,"one_slider",5,"Anthony","intelligent","antonym","unintelligent","person","male","level of intelligence",0.29,"unintelligent"
13,3482,"one_slider",6,"Kim","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","female","level of attractiveness",0.5,"unattractive"
13,3750,"one_slider",7,"Sophia","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","female","level of interestingness",0.48,"uninteresting"
13,11618,"one_slider",8,"Monica","forgiving","neg_antonym","not unforgiving","person","female","level of forgivingness",0.82,"unforgiving"
13,5676,"one_slider",9,"Greg","polite","antonym","impolite","person","male","level of politeness",0.13,"impolite"
13,3358,"one_slider",10,"Daniel","attractive","antonym","unattractive","person","male","level of attractiveness",0.25,"unattractive"
13,4177,"one_slider",11,"David","intelligent","positive","intelligent","person","male","level of intelligence",0.9,"unintelligent"
13,4061,"one_slider",12,"William","forgiving","antonym","unforgiving","person","male","level of forgivingness",0.08,"unforgiving"
13,6493,"one_slider",13,"Stephanie","interesting","neg_positive","not interesting","person","female","level of interestingness",0.22,"uninteresting"
13,3613,"one_slider",14,"Gabriel","happy","neither_pos_nor_ant","neither happy nor unhappy","person","male","level of happiness",0.5,"unhappy"
13,3630,"one_slider",15,"Claire","forgiving","positive","forgiving","person","female","level of forgivingness",0.98,"unforgiving"
13,3832,"one_slider",16,"Julia","interesting","antonym","uninteresting","person","female","level of interestingness",0.19,"uninteresting"
13,6467,"one_slider",17,"Veronica","attractive","neg_positive","not attractive","person","female","level of attractiveness",0.3,"unattractive"
13,3461,"one_slider",18,"Michelle","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","female","level of forgivingness",0.5,"unforgiving"
13,3906,"one_slider",19,"Lee","happy","positive","happy","person","male","level of happiness",0.96,"unhappy"
13,3395,"one_slider",20,"Alicia","happy","antonym","unhappy","person","female","level of happiness",0.15,"unhappy"
13,4413,"one_slider",21,"Kathleen","attractive","neg_antonym","not unattractive","person","female","level of attractiveness",0.87,"unattractive"
13,3119,"one_slider",22,"Tom","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","male","level of intelligence",0.5,"unintelligent"
13,6454,"one_slider",23,"John","intelligent","neg_antonym","not unintelligent","person","male","level of intelligence",0.87,"unintelligent"
13,10494,"one_slider",24,"Cameron","happy","neg_antonym","not unhappy","person","male","level of happiness",0.8,"unhappy"
13,2798,"one_slider",25,"Maya","polite","neg_positive","not polite","person","female","level of politeness",0.18,"impolite"
13,3207,"one_slider",26,"Alexander","happy","neg_positive","not happy","person","male","level of happiness",0.22,"unhappy"
13,5999,"one_slider",27,"Eric","polite","neg_antonym","not impolite","person","male","level of politeness",0.7,"impolite"
13,3511,"one_slider",28,"Michael","intelligent","neg_positive","not intelligent","person","male","level of intelligence",0.22,"unintelligent"
13,3427,"one_slider",29,"Lucas","interesting","positive","interesting","person","male","level of interestingness",0.85,"uninteresting"
13,3930,"one_slider",30,"Melinda","polite","positive","polite","person","female","level of politeness",0.93,"impolite"
14,25899,"one_slider",1,"Michael","forgiving","neg_positive","not forgiving","person","male","level of forgivingness",0,"unforgiving"
14,25699,"one_slider",2,"David","happy","neither_pos_nor_ant","neither happy nor unhappy","person","male","level of happiness",0.48,"unhappy"
14,12865,"one_slider",3,"Lucas","interesting","neg_antonym","not uninteresting","person","male","level of interestingness",1,"uninteresting"
14,10668,"one_slider",4,"Tom","happy","neg_antonym","not unhappy","person","male","level of happiness",1,"unhappy"
14,13414,"one_slider",5,"Michelle","happy","antonym","unhappy","person","female","level of happiness",0,"unhappy"
14,11267,"one_slider",6,"Alicia","interesting","positive","interesting","person","female","level of interestingness",1,"uninteresting"
14,11324,"one_slider",7,"Julia","forgiving","positive","forgiving","person","female","level of forgivingness",1,"unforgiving"
14,14292,"one_slider",8,"Angela","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","female","level of intelligence",0.5,"unintelligent"
14,10483,"one_slider",9,"Monica","attractive","antonym","unattractive","person","female","level of attractiveness",0,"unattractive"
14,9649,"one_slider",10,"Daniel","intelligent","neg_positive","not intelligent","person","male","level of intelligence",0.01,"unintelligent"
14,15001,"one_slider",11,"Stephanie","polite","neg_positive","not polite","person","female","level of politeness",0,"impolite"
14,6731,"one_slider",12,"Gabriel","happy","positive","happy","person","male","level of happiness",0.98,"unhappy"
14,9950,"one_slider",13,"Claire","forgiving","antonym","unforgiving","person","female","level of forgivingness",0,"unforgiving"
14,7633,"one_slider",14,"Alexander","intelligent","positive","intelligent","person","male","level of intelligence",0.99,"unintelligent"
14,9500,"one_slider",15,"Greg","polite","positive","polite","person","male","level of politeness",1,"impolite"
14,7999,"one_slider",16,"William","interesting","antonym","uninteresting","person","male","level of interestingness",0,"uninteresting"
14,26518,"one_slider",17,"Kathleen","polite","neither_pos_nor_ant","neither polite nor impolite","person","female","level of politeness",0.49,"impolite"
14,11416,"one_slider",18,"Cameron","intelligent","neg_antonym","not unintelligent","person","male","level of intelligence",1,"unintelligent"
14,10099,"one_slider",19,"Anthony","interesting","neg_positive","not interesting","person","male","level of interestingness",0,"uninteresting"
14,23600,"one_slider",20,"Stephen","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","male","level of forgivingness",0.49,"unforgiving"
14,9631,"one_slider",21,"Maya","polite","neg_antonym","not impolite","person","female","level of politeness",1,"impolite"
14,17002,"one_slider",22,"Sophia","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","female","level of attractiveness",0.49,"unattractive"
14,8332,"one_slider",23,"Laura","attractive","neg_antonym","not unattractive","person","female","level of attractiveness",0.99,"unattractive"
14,10373,"one_slider",24,"Lee","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","male","level of interestingness",0.49,"uninteresting"
14,11760,"one_slider",25,"John","forgiving","neg_antonym","not unforgiving","person","male","level of forgivingness",1,"unforgiving"
14,7866,"one_slider",26,"Veronica","attractive","positive","attractive","person","female","level of attractiveness",1,"unattractive"
14,5869,"one_slider",27,"Melinda","attractive","neg_positive","not attractive","person","female","level of attractiveness",0,"unattractive"
14,9666,"one_slider",28,"Kim","polite","antonym","impolite","person","female","level of politeness",0,"impolite"
14,6398,"one_slider",29,"Eric","intelligent","antonym","unintelligent","person","male","level of intelligence",0,"unintelligent"
14,16985,"one_slider",30,"Jennifer","happy","neg_positive","not happy","person","female","level of happiness",0,"unhappy"
15,10042,"one_slider",1,"Laura","happy","neg_antonym","not unhappy","person","female","level of happiness",0.8,"unhappy"
15,8332,"one_slider",2,"Anthony","interesting","antonym","uninteresting","person","male","level of interestingness",0.51,"uninteresting"
15,7609,"one_slider",3,"Cameron","interesting","neg_antonym","not uninteresting","person","male","level of interestingness",0.3,"uninteresting"
15,5109,"one_slider",4,"William","attractive","positive","attractive","person","male","level of attractiveness",0.89,"unattractive"
15,6036,"one_slider",5,"Maya","happy","neither_pos_nor_ant","neither happy nor unhappy","person","female","level of happiness",0.5,"unhappy"
15,3506,"one_slider",6,"Tom","polite","antonym","impolite","person","male","level of politeness",0,"impolite"
15,2576,"one_slider",7,"Kim","polite","neg_positive","not polite","person","female","level of politeness",0.15,"impolite"
15,4311,"one_slider",8,"Veronica","polite","neg_antonym","not impolite","person","female","level of politeness",0.24,"impolite"
15,2945,"one_slider",9,"Sophia","interesting","positive","interesting","person","female","level of interestingness",0.76,"uninteresting"
15,2804,"one_slider",10,"John","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","male","level of attractiveness",0.49,"unattractive"
15,3573,"one_slider",11,"Claire","intelligent","antonym","unintelligent","person","female","level of intelligence",0.42,"unintelligent"
15,2960,"one_slider",12,"Jennifer","happy","antonym","unhappy","person","female","level of happiness",0.35,"unhappy"
15,4568,"one_slider",13,"Monica","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","female","level of intelligence",0.56,"unintelligent"
15,4335,"one_slider",14,"Michael","forgiving","antonym","unforgiving","person","male","level of forgivingness",0.18,"unforgiving"
15,7101,"one_slider",15,"Daniel","attractive","neg_antonym","not unattractive","person","male","level of attractiveness",0.68,"unattractive"
15,3209,"one_slider",16,"Melinda","happy","neg_positive","not happy","person","female","level of happiness",0.32,"unhappy"
15,7381,"one_slider",17,"Stephanie","forgiving","positive","forgiving","person","female","level of forgivingness",0.92,"unforgiving"
15,2766,"one_slider",18,"Kathleen","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","female","level of forgivingness",0.5,"unforgiving"
15,3380,"one_slider",19,"Lucas","intelligent","positive","intelligent","person","male","level of intelligence",0.8,"unintelligent"
15,4305,"one_slider",20,"Michelle","polite","positive","polite","person","female","level of politeness",0.9,"impolite"
15,3475,"one_slider",21,"Alexander","attractive","antonym","unattractive","person","male","level of attractiveness",0.29,"unattractive"
15,4601,"one_slider",22,"Angela","forgiving","neg_antonym","not unforgiving","person","female","level of forgivingness",0.2,"unforgiving"
15,3709,"one_slider",23,"Stephen","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","male","level of interestingness",0.51,"uninteresting"
15,4461,"one_slider",24,"Eric","forgiving","neg_positive","not forgiving","person","male","level of forgivingness",0.27,"unforgiving"
15,1749,"one_slider",25,"Julia","polite","neither_pos_nor_ant","neither polite nor impolite","person","female","level of politeness",0.51,"impolite"
15,5812,"one_slider",26,"Lee","interesting","neg_positive","not interesting","person","male","level of interestingness",0.25,"uninteresting"
15,2655,"one_slider",27,"Gabriel","happy","positive","happy","person","male","level of happiness",0.86,"unhappy"
15,2117,"one_slider",28,"Greg","intelligent","neg_positive","not intelligent","person","male","level of intelligence",0.3,"unintelligent"
15,3826,"one_slider",29,"David","attractive","neg_positive","not attractive","person","male","level of attractiveness",0.22,"unattractive"
15,4250,"one_slider",30,"Alicia","intelligent","neg_antonym","not unintelligent","person","female","level of intelligence",0.72,"unintelligent"
16,6573,"one_slider",1,"Angela","forgiving","neg_positive","not forgiving","person","female","level of forgivingness",0.39,"unforgiving"
16,6417,"one_slider",2,"Sophia","happy","neg_antonym","not unhappy","person","female","level of happiness",0.52,"unhappy"
